# ΔE ℽ g
9.815325269626320459e-01 3.330337486391528237e-03 8.398303979503633776e-04
1.418920638467332740e+00 2.426053597744349307e-03 8.111821304103164487e-03
6.875585052897090765e-01 1.756905967151514486e-03 7.276052243593083939e-03
1.401852254919448759e+00 5.957979701580851106e-03 7.318899228868614402e-03
1.113430699096257470e+00 7.010684295452486794e-03 1.188650593248338338e-03
1.165231933320838742e+00 9.574148697487683268e-03 2.691847748703564674e-03
9.118524600679513981e-01 5.141589468522685938e-04 9.599728816987123867e-03
5.205085680948799975e-01 9.303390805930355795e-04 9.079433386788196558e-03
1.117573905715875782e+00 6.927595917495136223e-03 1.602546850422228129e-03
8.841749849521304272e-01 8.406555810503408763e-03 6.952074794828730538e-03
7.442569622181834932e-01 3.681560912692547361e-03 1.991411414982154331e-03
1.006001679998835385e+00 7.154734444006089975e-03 5.679942332541087872e-03
6.179867852821308016e-01 1.828883137435130231e-03 5.296443793614614634e-03
9.017995065896605711e-01 9.838308458558053110e-03 2.165402116354754689e-03
7.051441390344015403e-01 4.868410867837407070e-03 3.756201786614540676e-03
7.944037570761518507e-01 3.667364737470099958e-03 9.240186518048530131e-04
6.407340319143092211e-01 7.397073848863486116e-03 5.141931395427140443e-03
9.169516838354833110e-01 1.675761686800132828e-03 4.654168434762373865e-03
8.834966866960636267e-01 1.300524859044676924e-03 2.939937002277529399e-03
1.046733802910239985e+00 7.065391807954016917e-03 8.660196350690870437e-04
5.778528596796458361e-01 4.374057039240690330e-03 1.168566445764085372e-03
8.435366416100926745e-01 4.459135577485501614e-03 2.760674622277694938e-03
7.829465053723115853e-01 9.504414200607783081e-03 6.358065404086597934e-03
9.584923669031452098e-01 2.427283298266189222e-03 8.854648308238923654e-03
1.295797356011799017e+00 1.426118229723417029e-03 8.156928175939534564e-03
5.871200468029222908e-01 9.994282290971878702e-03 2.202419605550629770e-03
6.376157100190844584e-01 1.627330980710992850e-03 8.613635319419813210e-03
5.971777325246613310e-01 8.162224460039719034e-03 9.387232369126047998e-03
1.235596779344271035e+00 5.782559952235958971e-03 6.993416793323260078e-03
1.375135590414652054e+00 4.616671895653623459e-03 8.022605916179851096e-03
1.025110148843060287e+00 1.324138678279648904e-03 5.340497894366932549e-03
1.058800764160139352e+00 5.775820895172281005e-03 1.926428183042838693e-03
7.460140796625484017e-01 9.645313267162487422e-03 4.988789730471410340e-03
1.021257655761530492e+00 9.578694830476930724e-03 1.873980850043794168e-03
6.777183426623553109e-01 4.860824259274906800e-03 7.392349419178519468e-03
6.056839526266616369e-01 2.307427962529073396e-04 7.503285429813958893e-03
9.906571625983185969e-01 5.916288986676889079e-03 5.793620899311575055e-03
9.032218293725560176e-01 6.374170872207973564e-03 9.005942837594149708e-03
1.263830077781789463e+00 8.403304999809312059e-03 5.915367647224556436e-03
1.025886252945480415e+00 2.942591704260390500e-03 1.081733715293907959e-03
1.199471785315989969e+00 3.559829289443213786e-03 2.704917368016356363e-03
1.116209565884788368e+00 6.678313757339986688e-03 6.315236093107002256e-03
1.492281470412760935e+00 6.186565922657675512e-04 8.280620136531656461e-03
8.264272632481702852e-01 4.575140943215802447e-03 7.298509547687574012e-03
7.215480283963692232e-01 3.603813715471978086e-03 6.701191243447841318e-03
1.288773347239389633e+00 2.880794907467091378e-03 9.548665446634995932e-03
9.972168224598710884e-01 9.980101782376375394e-03 4.647822432018154670e-04
9.837482499208982656e-01 1.810166982986835798e-03 8.668848519903807337e-03
8.149710442508688590e-01 1.515825205946779320e-03 3.898673718780963095e-04
1.039307603294909566e+00 3.849876795892330245e-03 3.526588082737828946e-03
1.197097748080560020e+00 3.447544751169345778e-03 9.073300604241979006e-04
1.059035909654299834e+00 3.305011894857163689e-03 3.378460733784408466e-03
1.243036905990665852e+00 1.952672478986373699e-03 1.859473852163626064e-03
6.664516829265435538e-01 3.002301524480418052e-03 6.629797606783039386e-04
1.059066724124079872e+00 5.390544091346317380e-04 1.040948055982069954e-04
8.043268356335139257e-01 9.311191543062192350e-03 2.884882804113692804e-03
1.348271760480964421e+00 5.758443898583816972e-03 2.034985300741653700e-04
1.132227381846281800e+00 3.722094234538787707e-03 7.473471394764577558e-03
6.033475172476798765e-01 1.624277139903832151e-03 3.286762562212154366e-03
8.832065486721655256e-01 1.332990435469236451e-03 7.535207724813863805e-03
1.245846547352858380e+00 1.644797405466541778e-03 6.763272105957758486e-04
1.286586480476783034e+00 3.044173039734408316e-03 6.229919067893750079e-03
1.263402452520245411e+00 9.135797170894554772e-03 6.413921795721264432e-03
1.274689242339074102e+00 8.163227899106187402e-03 3.779455494759645286e-03
1.425766758800361522e+00 7.722064927398471224e-03 4.003143545002198558e-03
5.291336543184753660e-01 4.551304054642987991e-03 5.717024186920686632e-03
1.129176106049925021e+00 2.029536838912669554e-03 8.476218653715493836e-03
6.629620305677800252e-01 9.161764524063540152e-03 7.599898073750069316e-03
1.355495585389002056e+00 7.212481518437255552e-03 1.256949150604443890e-03
1.497221777790495922e+00 9.348748831633923659e-03 8.891834612189199877e-03
1.447873200798929894e+00 9.078917280867128750e-03 4.878788492743674210e-03
1.248662447623854366e+00 8.124478058568963129e-03 3.531862873561206206e-03
8.477244784377655495e-01 3.639785111165192485e-03 6.015795606549414858e-03
1.129346074928538446e+00 3.585436974281495763e-03 6.214043042385580112e-03
7.049980531503113879e-01 3.381031860918480656e-03 6.568821964050896266e-03
5.587370306504629847e-01 8.372599494511660453e-04 9.863672568686069134e-03
1.144107053437043664e+00 3.060960231555250391e-03 3.329756236549053037e-03
7.349393340646296346e-01 7.327551699930485822e-03 4.258551501308393411e-03
5.559124877929078057e-01 3.519226550274561459e-03 6.136703461183291505e-03
1.228679597061756112e+00 1.346979027845580544e-03 8.137918632784239131e-03
7.090155988712744106e-01 3.892267155735319208e-03 2.657225536642482118e-04
7.363619469772580972e-01 4.810577412470988697e-03 9.681413081193027820e-03
6.150050205832194861e-01 8.770365063567969049e-03 6.043472249332997211e-03
1.000899055322086229e+00 4.007929572456233810e-03 2.018703521616884398e-03
9.287472367277577190e-01 4.756975316192441246e-03 2.591625513269532090e-03
9.817046653426686476e-01 3.930384865966410866e-03 4.968016666628372741e-03
1.026165343542170039e+00 2.758433866827763887e-03 9.714494751403859873e-03
1.467768609026718352e+00 9.180768770335781884e-03 4.592380544302681125e-03
1.037852031029339095e+00 7.425684169245728647e-04 8.963837036562083329e-04
9.788668877395845236e-01 6.417308990410697939e-03 4.227637739278792932e-03
9.019055940169147245e-01 1.129018303213867721e-03 2.986192311725714504e-04
1.392666191097608586e+00 6.182153143376907696e-03 3.672731729573455294e-03
1.476096279374101261e+00 3.943626158925660381e-03 3.911572500748522821e-03
1.179835033297087499e+00 9.275580946118503270e-03 7.815933857564595676e-04
8.945541688903224653e-01 7.989202283185106376e-03 9.147567115393991782e-03
1.144037890118388745e+00 8.324822331037973894e-03 2.162619108872848844e-03
8.503956983124730806e-01 1.027172957765424719e-03 4.002470300361858808e-03
5.795567903450611347e-01 4.439527638544739190e-03 7.515363751674631124e-03
1.444538890984891744e+00 5.935764507233033845e-03 8.372947187591541635e-03
6.192213524024370308e-01 6.314645298275706024e-03 2.528890281808678173e-03
5.935059309968820918e-01 4.309081181839632090e-03 7.885756704198667102e-03
1.370331511225098220e+00 6.443709579492458081e-03 2.828137579969579839e-03
9.388073984230171920e-01 9.262512403377387571e-03 9.429996942167458152e-03
1.358672891967722007e+00 2.384239853969076679e-03 7.598114830731106731e-03
1.084786444464051813e+00 7.484905609781879535e-03 6.577935643319680545e-03
6.408511448282464551e-01 1.362615327982938081e-03 4.003894223327883126e-03
6.776634995849619703e-01 7.586841580444583441e-03 6.935977080982954138e-03
1.038365900336049474e+00 7.647104756593072969e-03 9.307017842551182363e-03
5.957936205214154901e-01 7.258465484815935197e-03 6.183693422198669777e-03
5.126729818390831639e-01 8.014384656131814944e-03 9.930634719037488220e-03
1.158537157253688221e+00 4.382136718225378494e-03 5.405711718956346390e-03
6.887906135352381831e-01 3.913481751387812985e-03 8.221014938961657137e-03
5.448225615108240882e-01 2.442822609835753386e-03 4.517892819313911769e-03
1.081892788807854666e+00 7.530297313653098318e-03 6.473456464819040725e-03
6.553651684337440386e-01 8.008470799796376868e-03 9.719713243084243323e-03
1.276889601487235293e+00 6.107634757386831009e-03 8.931176577251316931e-03
5.030109663208081061e-01 5.936089371576324693e-03 8.722925132269111759e-03
7.366067919618124460e-01 3.767631711417383355e-03 1.875186153456612692e-03
6.350355020294837782e-01 3.080789837567680153e-03 1.519020943946679117e-03
1.181345480878306820e+00 3.640159310084007966e-03 8.540792499322259063e-03
1.364941844529508064e+00 1.017284813000438699e-03 9.899200320167000910e-04
1.082991741053170198e+00 7.775367969684169808e-03 2.032546933001268784e-03
1.135543615957131047e+00 5.661629559748103391e-03 4.520018295280646935e-03
1.133555307565478287e+00 1.803325922324126515e-03 8.054144852321509437e-03
1.402057221851465085e+00 1.069451590480887402e-03 9.663864240675555314e-03
7.757246892811041628e-01 1.943942616148367723e-03 3.206311866672945533e-03
6.920147884251182102e-01 1.118726365942971463e-03 3.535577626518461494e-03
5.811908469390463239e-01 3.846683444899645600e-04 3.434617205479445143e-03
9.129174203052289327e-01 5.621080949115176729e-03 4.826495577554151296e-03
7.797067333815815848e-01 9.907102718857231649e-03 4.121438956004361449e-03
7.145634749776020866e-01 3.371950977263669155e-03 4.023952711568513224e-03
1.227834142605206180e+00 1.650390233239164370e-03 1.136971831794183357e-04
1.056949143540817593e+00 6.945581102891774244e-03 5.744972379151306154e-04
9.377479706918022684e-01 6.036133026654613362e-03 2.397577356487246535e-03
1.279872477410255005e+00 3.304288028147278188e-03 8.822181990970678900e-03
9.712007734341403520e-01 1.929150378436324731e-03 6.407376867356153263e-03
1.305425659517171155e+00 3.027652222527876368e-03 4.179657099412193572e-03
1.008959534320532203e+00 5.552109013503370681e-03 9.295840185323455893e-03
9.297872411245370339e-01 8.668356687377070519e-03 7.266713253768105870e-04
1.337061150002197163e+00 2.897530029934934030e-03 9.144230621914859608e-03
1.357450663787017620e+00 8.434766901806917995e-04 4.134523391175683182e-03
1.158677049271105375e+00 9.710815596231932995e-03 5.721442869857702555e-03
1.270261175372620066e+00 9.995401255046379094e-03 9.155146982610924342e-03
1.145261909074082762e+00 1.671375622376224893e-03 1.866906831623360010e-03
6.445716833739112417e-01 9.624266469804909629e-03 1.823320598326861382e-03
6.336201160198445814e-01 3.662921590677674279e-03 9.045740627610984047e-03
1.436304421633178841e+00 5.285761036314914549e-03 7.491429600701148515e-03
6.300971561851572700e-01 5.124976091501759132e-03 9.626569480092241754e-03
9.769363691778362169e-01 4.828723006879248950e-03 4.828328202269581947e-03
6.359866941407770202e-01 6.067351570760597980e-03 6.528419656572794112e-03
1.471903711458058428e+00 7.328302644917444181e-03 7.565226454571888359e-03
1.180408665546234026e+00 2.942642851058800343e-03 3.562778078819896091e-04
9.269561999649187367e-01 5.562924677056596025e-03 5.398274399141742876e-03
6.222317813669847597e-01 7.007131732471392344e-03 3.020994510659389710e-03
1.065057498593289687e+00 8.477938374493381585e-03 8.338856890773757233e-03
7.012457000101857130e-01 2.257312514986815812e-03 3.534413125221140561e-04
9.428033102457055170e-01 3.536666292246488669e-03 9.627015191785893641e-03
8.479668740868269161e-01 2.876092829133840376e-03 3.067508327266943620e-03
7.379706429155689085e-01 7.013803876003610674e-03 1.168268459801939229e-03
1.043426097980383993e+00 1.876675714302060817e-03 6.913927677989355897e-03
1.482276242166603364e+00 8.213434856313312285e-03 1.410196687258049144e-03
5.431516916271785789e-01 5.224256702634293668e-04 3.977398778147680017e-03
1.115043472256833867e+00 8.725576225190675647e-03 2.808490494795674343e-03
5.537998835078261628e-01 8.623786739278981386e-03 3.807993916385680414e-03
8.916308125526319905e-01 6.161557706758691300e-03 4.517270362880527156e-03
5.620979794070315450e-01 3.830142520583410936e-03 3.173886284770433691e-03
1.007869058775808346e+00 6.719589162583376220e-03 6.315141352176936729e-03
5.415409566938118591e-01 5.641049255518020347e-03 9.144379505389401558e-03
5.947101178614403461e-01 8.888981140420661869e-03 5.533847327432474955e-03
6.920115054478996885e-01 6.932794068245953963e-03 2.156825457311646252e-03
1.456184132865831815e+00 9.357929223790225140e-03 7.293760555580574428e-03
1.376511758607561031e+00 2.380218818859184478e-04 3.364073074029372886e-03
1.051858714761360947e+00 6.715676176563566135e-03 9.450665936787854340e-03
5.414995564178002319e-01 1.717261785858778588e-04 5.466574556632186610e-03
6.483167534688096811e-01 9.552501219328362464e-03 4.312573456734740407e-03
1.006539290853023516e+00 6.272909085805692536e-03 5.443742391364574107e-04
7.944653764654288075e-01 4.083885758212680780e-03 5.828755798216093617e-03
1.281212392827054902e+00 8.303925748948027055e-03 4.932443955661486475e-03
1.018213216394334708e+00 8.521373038417658433e-03 8.346677950643746277e-03
7.379815516478588355e-01 9.378998384538893285e-03 8.791725853820049619e-03
1.254030146734845363e+00 8.300579588210456675e-03 3.333267722841420401e-03
1.490662017026130659e+00 2.239917254744544593e-03 2.273093722252462600e-03
1.103891624938670990e+00 2.906943159179388361e-03 5.866931752825615791e-03
6.569319366352609491e-01 5.681517166413086947e-03 8.368345574648139527e-04
1.056598911723936940e+00 4.312224800894607496e-03 5.837544836792734129e-03
1.276684903269840632e+00 1.361013086867130352e-03 5.794734258417942596e-03
1.445102422091937289e+00 5.226359982030332786e-03 9.023522380311803717e-03
5.942819071458518287e-01 7.531249991004969335e-03 7.584708165750950193e-03
1.407423205486729056e+00 2.895333423403276350e-03 8.175892680207968652e-03
8.924631802983025164e-01 5.086593564815776111e-03 4.247691834745544008e-03
6.436818234788763693e-01 9.677208830402378448e-03 8.015104486191941199e-03
1.384499978911185814e+00 1.358591189205902820e-04 6.550925886500910851e-03
1.238653106291340844e+00 8.023021113022818507e-03 5.696271651555088675e-03
1.127822821992708446e+00 1.620115151454438063e-03 7.302057932779396077e-03
1.131526030496197599e+00 2.281347114738855111e-03 3.716736254164084742e-03
1.371364295738019878e+00 5.588422515122172356e-03 4.490055330903936805e-03
1.281890014829797586e+00 5.362957255614073104e-03 7.781486426796682850e-03
1.381217632115451899e+00 5.762854875333657534e-03 3.275132554888484163e-03
7.889196882100703023e-01 9.540237271991826654e-03 6.913131288746975425e-03
1.366319461631962939e+00 2.101734011755210154e-03 9.389259668829277178e-03
1.257859036372796169e+00 5.241944279285883600e-03 4.941128905589104933e-03
1.349663475924577138e+00 5.707795794333958735e-03 8.525527166417542699e-03
5.176989006332675114e-01 4.826101473974524735e-03 9.796015037096563599e-03
9.368128939261612942e-01 5.223095584214826337e-03 7.553635001446038118e-03
6.987648815581386508e-01 4.934739900448324029e-03 8.883122096051310375e-04
7.769777978792606898e-01 4.588343650282161387e-03 5.669963540085120809e-03
7.950747792506270839e-01 5.927619251971463082e-03 5.263986747690685419e-03
9.536905825973100992e-01 8.809241426902904293e-03 9.716461369457396122e-03
1.253746186295059628e+00 8.262279444222409702e-03 3.857391488209382154e-03
1.144755105853090704e+00 1.953811153050912831e-03 3.996112612389829399e-03
6.060635605710378293e-01 3.032185435545644431e-03 2.495712172135164386e-03
7.538527255618202583e-01 6.628368418178501309e-03 4.005655519161982828e-03
6.915768875697245743e-01 9.513949622598638287e-03 7.448028037879560366e-03
6.607650617752649502e-01 6.220078331053097674e-03 1.910742698134974306e-03
6.328013623020135592e-01 5.850667724941203789e-03 4.745079351576494617e-03
1.004979948641028020e+00 7.506256549940623635e-03 1.871495686080944590e-03
8.947443937951267134e-01 8.304012491877304017e-03 1.617885645900668350e-03
1.376024559375333300e+00 2.310777503043174794e-03 5.832538861218604202e-03
6.755235181351574303e-01 8.022608365418170198e-03 8.909874001971974586e-03
1.107887798858956163e+00 2.775700483685572366e-03 7.731390572362888298e-03
7.876896859460299494e-01 6.751469124019448750e-03 4.154155741920973095e-03
1.290710434580133015e+00 2.814876510961698743e-03 9.810095386405946749e-03
1.402777150455284616e+00 9.698786612773213286e-03 7.775744406808888891e-03
1.439321787265904318e+00 5.088171705792307251e-03 6.459972801339084088e-03
1.367210095506845580e+00 7.211324888094249909e-03 5.594339581072701496e-03
7.284097420037631831e-01 1.248639299335835588e-03 7.988266866429751673e-03
1.269123387419425653e+00 4.669145310138515109e-03 7.661350867413485588e-03
1.351509635574106971e+00 3.634846370615851547e-03 9.091321580321881993e-03
1.411619794637815728e+00 5.018956019270707190e-03 7.182853080284651651e-03
1.452031127383915265e+00 6.833814784386843359e-03 7.258423830767270039e-03
1.026081300483245862e+00 1.389182573286578022e-03 1.011007126162321223e-03
6.213042291329683442e-01 4.996526306167080669e-03 6.359094886883223142e-03
1.216213626757238764e+00 4.226669426065586196e-03 6.317181995879845441e-03
9.597051490730664769e-01 8.155953557787355007e-03 6.761963835856301666e-04
1.217618986059584074e+00 7.561207915785737518e-03 8.389361114700745123e-03
8.624525086782093286e-01 7.052375642508243274e-03 4.414532056097964473e-03
8.784399024369331510e-01 1.629397806045096431e-03 6.385406162656424075e-04
1.000698700506953642e+00 6.668854831162037734e-03 1.330717675256502548e-03
9.014123246564461622e-01 1.053221394675506054e-04 8.355171609663671756e-03
1.327337488633954177e+00 7.933540123520925469e-03 5.818849919441993965e-03
9.057526048281057118e-01 1.745622363616666133e-03 1.238975657308369208e-03
1.015789504779136543e+00 7.119475306404531197e-03 2.384032124350227069e-03
1.197696760411006256e+00 3.451444177452328566e-03 3.813020833097712642e-03
5.775198421660504566e-01 8.929343998988387848e-03 7.307984978384088164e-03
1.155483825157335165e+00 8.418902932876762626e-03 5.428128685619335557e-03
1.093133034010924209e+00 7.931609897568185630e-03 1.385161405992761316e-03
9.814660969500550447e-01 7.729294733894244256e-03 1.389901589638410390e-03
1.040468124776269487e+00 3.325722094889637086e-03 6.452728686062499802e-03
5.491749140221146019e-01 7.832550284093303325e-03 1.104240842271924554e-03
1.377220331596678893e+00 1.666462918044096971e-03 4.769624197474817834e-03
7.617305856143953280e-01 1.033040725779319716e-03 7.930964688292201428e-03
9.517217294894768642e-01 3.488488163177293818e-03 4.922420283160184803e-03
1.102427794151034313e+00 4.153552235378915602e-03 5.959235368959163795e-03
5.178141247246663692e-01 4.644959944466668655e-03 6.110274645660026920e-03
1.434177535623304189e+00 5.808930089538822013e-03 5.153971623155835340e-03
1.042267474127140936e+00 5.762669574333446898e-03 5.494157070912614703e-03
1.062712486293335701e+00 7.535794692695498356e-03 7.682706361738836885e-03
8.049594206364055760e-01 4.399288907841158482e-03 1.372626824852473705e-03
5.325450749533647832e-01 4.551338004009481374e-03 7.771096457138907364e-03
1.365958061428071968e+00 9.762096823761496137e-03 1.121082869429247154e-03
9.114421674102931581e-01 6.556217428469405389e-03 7.427283098151598630e-03
6.913041472150425193e-01 5.412995767778390650e-03 6.008910445174805125e-03
1.024019995405889727e+00 7.629476296903619364e-03 9.625332067654004259e-03
1.051171002326748871e+00 1.195104303164480934e-03 5.361931458677118324e-03
7.059122735698629691e-01 1.854557215895405453e-03 1.534140421915514596e-04
5.293333059832633358e-01 5.819389185590716305e-04 8.517182842420756295e-03
1.250404306907690666e+00 8.678370862645379312e-04 4.011879617122129753e-03
9.076868712473074030e-01 2.463647847040889485e-03 7.248818835551202634e-03
6.454020555571592377e-01 2.906148708173536847e-04 8.086617972401210705e-03
6.299821816493395010e-01 7.179785553703558858e-03 7.092187208759666468e-03
1.361179959304080089e+00 8.205597516566081814e-03 4.056501278545523136e-03
1.366895808290312209e+00 3.142987165159542590e-03 2.463775653864234971e-03
1.095998927506940390e+00 7.417986709524564647e-03 7.706498114467063426e-03
1.262201800307422905e+00 4.339933148152589075e-04 3.978008520534722856e-03
1.121878319780786892e+00 1.290617427923574376e-03 8.167353572553435678e-03
6.745408948089706147e-01 1.329757171726643310e-03 6.947116916065231192e-03
1.464288180186105404e+00 6.242844097368876848e-03 2.678644996963364718e-03
8.228102890825328419e-01 5.980049802136489477e-03 7.348675060455942161e-03
5.731764152676902535e-01 7.543773543624399981e-03 9.950065513748235918e-03
1.390374841517822979e+00 9.565186215806160963e-03 2.723190452216287319e-03
1.434102213902521239e+00 2.285107210616297169e-03 2.109739112658960084e-03
9.496283849403089894e-01 3.671421991425547360e-03 2.124406651368574220e-03
5.996285697233256773e-01 4.251114330339259267e-04 2.183235355610651986e-03
8.543399163021571097e-01 7.973204086554264852e-03 1.308976747658291070e-03
6.861052070666844305e-01 3.050891327809624083e-03 5.211270984304175978e-03
8.518247489105923442e-01 7.103389507142176228e-03 9.842729865970373682e-04
1.206601946513172763e+00 1.490542462117316501e-03 6.290938412590436034e-03
9.825939222513075944e-01 8.779759219459486869e-03 2.508776343665277981e-03
1.243879910889531981e+00 8.552568229322703164e-03 3.583083143564515238e-03
6.810792828410657807e-01 6.386794946418483838e-04 2.199903406790652935e-04
7.366112391860252240e-01 8.517630822903904733e-03 9.010497810043861106e-03
6.674954156312076226e-01 1.112611218484813686e-03 5.366492644232215802e-03
9.598436181413154689e-01 4.099434088863388110e-04 6.644735665255416431e-03
1.362805938086203206e+00 9.381372016855585305e-03 9.473258917008352958e-03
5.011390426506002749e-01 2.561873769647335982e-03 1.540724814929975107e-03
6.752339732327579114e-01 2.748594330868587773e-03 2.821215143099323371e-03
1.099635324393726687e+00 5.844606937366383101e-04 4.733431632079445825e-03
6.017537914995512160e-01 1.661864861086479773e-03 7.787247419735995923e-04
7.555163679760189543e-01 8.420175234922847030e-03 1.619301319881126869e-03
9.233202232944369703e-01 7.328759325389434809e-03 4.769834297849732431e-03
7.461092451514733659e-01 7.517333473779909360e-04 6.068576478140186303e-03
1.167988460408069695e+00 7.595228945821853005e-03 5.241669721834248639e-03
1.430113917710539084e+00 8.821004808537091790e-03 8.819684403365961670e-03
1.219860839111805095e+00 2.417517977066203222e-03 7.120139698372983730e-03
1.407257422670737501e+00 3.069552747578210838e-03 8.246062445152442869e-03
1.046376651670063662e+00 6.842537383898309074e-03 1.259059996228484562e-03
1.010298147378017930e+00 3.338655017645947472e-03 1.044992338462729211e-03
5.243027783742590930e-01 3.605500774163212466e-04 6.679305176609202921e-03
1.372992555547480009e+00 7.345571484478132266e-04 2.585910091236374216e-03
5.350269352783046939e-01 5.739923359275244177e-03 2.602453242514871697e-03
8.226933188884809622e-01 7.152111228401414160e-03 7.785328183409889920e-03
6.427205377948649323e-01 9.611131029730364192e-03 4.643131309254403330e-03
1.144846099545152818e+00 2.797230353363553638e-03 4.785638345203280936e-03
1.270440317501375205e+00 2.799519969392155402e-03 4.914833603326974713e-03
5.889999537435001153e-01 7.086682361554011954e-03 5.570987366346277433e-03
5.617348053902059268e-01 9.692377542524455115e-04 1.827928653519648484e-03
1.088303258777020277e+00 2.880508521226120798e-03 8.838822974243547900e-04
9.746143678977010616e-01 5.632738501529278158e-03 8.322214238314378301e-03
6.039205168252006484e-01 6.434361736788072814e-04 7.988513883319829645e-03
1.199216729360299105e+00 1.769719261098856838e-03 8.407755501406969159e-03
1.333454096530027666e+00 7.929119702198377667e-03 5.510507762483395425e-03
1.196388501115682956e+00 2.140178204094381545e-03 9.299838923819572431e-03
9.242710351861195273e-01 3.808808361724861768e-03 7.231222436599516780e-03
9.868950357383925454e-01 3.683824376118257672e-03 2.246243422146017559e-03
9.055286190315967598e-01 5.869602335505043691e-03 2.753344864984952171e-03
1.237872789290665132e+00 9.264531118751112571e-03 1.202017664421159199e-04
8.092659594593347716e-01 3.271740419525771305e-03 8.514085826222397152e-03
5.726589259406665855e-01 6.267074291703078441e-03 1.860212929388162326e-03
6.267974432096122817e-01 6.518935739866071194e-04 7.132490901553034494e-03
7.689761018029559470e-01 7.840028245023857728e-03 2.444444293262616058e-03
1.388846559696869321e+00 9.954591758109535699e-03 3.378658877910268449e-03
9.631908285007548809e-01 6.696789248386768485e-03 1.600187983327654856e-03
5.317739420810133621e-01 9.749482304929030230e-03 4.506576760775336810e-03
1.394724481701983265e+00 5.944231060791520596e-03 6.479946346405913819e-03
1.131632098643325701e+00 4.106691842223945087e-03 2.130684126874814784e-03
1.291345876175201912e+00 2.077919961790385302e-03 3.220888262828743888e-03
7.522262131025266862e-01 9.087826360166854911e-03 3.368844065232555213e-03
5.177638645982385324e-01 8.659993369371388888e-03 3.825376302724305816e-03
1.266321269288704698e+00 8.945139337133322516e-03 2.504638625646813006e-03
7.457153116775891988e-01 1.941857869855939840e-03 6.096365289185399876e-03
8.757553613389578162e-01 1.450723956012943405e-03 4.264084739460026648e-03
1.458065075564895174e+00 1.106771138866314164e-03 9.682196068830825272e-03
7.885973147776338399e-01 1.683018690848882542e-03 5.640855763474924081e-03
6.045136117116076679e-01 9.380820914113957923e-03 4.778426735769063412e-03
8.645040965312779102e-01 2.490493284435794669e-03 6.004693340374938487e-03
7.080742055655445677e-01 6.928502013350275324e-03 7.469274824518820329e-04
5.894121988889164943e-01 3.362012609488232613e-03 5.618441475690118432e-04
1.331263886329545176e+00 4.427050661406667365e-03 8.779348683289873653e-03
1.358924643171633306e+00 5.840276047558588292e-03 4.604148930121127435e-03
1.370466256457524956e+00 8.523376871860940257e-03 4.882803264171957543e-03
1.031298101359423569e+00 3.720187454441614781e-03 8.856695939068662607e-03
1.125430265174509836e+00 5.348061154280837545e-03 4.280916088131495219e-03
5.345889535191279407e-01 3.473071899579216124e-03 4.588626327502551283e-03
7.505458873518998653e-01 5.915768370523502573e-03 8.848947907586661443e-03
6.276682777084429121e-01 7.424570371556956337e-03 8.858699667735822625e-03
1.332632486754432799e+00 3.161677707457823117e-03 1.092503474583009920e-03
1.142746647987908037e+00 4.184898994127071725e-03 1.196995279490049554e-03
1.443085985519099834e+00 5.362426462147951850e-03 9.765719350779260635e-03
1.014700203175627813e+00 5.848398272116655692e-04 8.033190224075718866e-03
8.468816378992966021e-01 8.614695201923917162e-03 1.604627942337113903e-03
6.658111517968067217e-01 1.896608901275616352e-03 1.479592603010242710e-03
9.372888852645370195e-01 6.522501053178989851e-04 2.715115300991277191e-03
1.339800174948238887e+00 7.354839154558021931e-03 3.563139418026221167e-03
5.171022377819847193e-01 9.635969145033016284e-03 7.503169409158331853e-03
1.295787550191894955e+00 5.617229949383859347e-03 8.757619483644594333e-03
8.528325619473616781e-01 1.827052520569982536e-03 2.008020621332915357e-03
9.345113423592321666e-01 5.295037521932031283e-03 2.558667415770701867e-03
1.455803303158794471e+00 2.036734082784708022e-03 4.131594994901672917e-03
1.152162677938305624e+00 7.292778839560171145e-03 3.809547371935572552e-03
8.653043846656063298e-01 1.047367678368227263e-03 7.713970165388489911e-03
8.017102562028276536e-01 8.200359048915266749e-03 9.610279331286065638e-03
9.892120434313329547e-01 3.696042096015311664e-04 6.739630998519752052e-03
1.010757876891594353e+00 5.655759016654105832e-03 7.233479846676110422e-03
1.493045945531985996e+00 2.313581547635699368e-04 4.860471246748721171e-03
1.474855980897609609e+00 1.181478046467248581e-03 2.823159477438585193e-03
1.035216003136970819e+00 7.629231206835672061e-03 3.429861861359819169e-03
8.785748053846921257e-01 1.772595145221889925e-03 6.593444492719388247e-03
1.167867528451919990e+00 9.918473202653491777e-03 8.765424887981510330e-03
7.271135497721604724e-01 7.434537335114636304e-03 4.397924445883691184e-03
1.266953480802217813e+00 2.645896912437123698e-03 4.623931301085386185e-03
1.120794454217172609e+00 9.997440020686296225e-03 5.673862037906929334e-03
1.249711813220707235e+00 3.326062984766337341e-03 2.946388555092473594e-03
5.015302480566745658e-01 6.780164229007203808e-03 6.037707509748810666e-03
7.550415958791780735e-01 4.800368612983285828e-03 6.381880104965447290e-03
1.137143476124733210e+00 7.634232512406836924e-03 2.431643673894798297e-03
1.164170495793809490e+00 3.909456632835968046e-03 1.803442905498739077e-03
5.592056596291498094e-01 1.679150526882812683e-03 4.369948244573107661e-03
9.297083624126433188e-01 1.575838637572296152e-03 6.962025011755392824e-03
