# ΔE g
7.459960684358910576e-01 1.340114254311827995e-03
6.408727518953444280e-01 1.842316296943886890e-03
1.270352400416135508e+00 2.643164117668674647e-03
1.185732939308806078e+00 4.020186332698617165e-03
6.858181352418453169e-01 8.165727684748408377e-03
1.175325438301640935e+00 6.023541925830399636e-03
8.476613797288828911e-01 3.492238902742553393e-03
9.953749944701147934e-01 3.804798330513195232e-03
6.181812878442064507e-01 7.742551572658203270e-03
6.283450318717134220e-01 5.470973882477226345e-03
5.661802382576135440e-01 6.697367978589526330e-03
1.080959407038208475e+00 5.659925001211468104e-03
1.106735472793184627e+00 7.861998332085817429e-03
8.342285857453083375e-01 7.699757746429290554e-03
7.080134700071495368e-01 3.165469198582299224e-03
7.417174275308530129e-01 5.016252056991034845e-03
5.198570998899313400e-01 6.217634387898471685e-03
9.426417084918446987e-01 7.006489599337320517e-03
1.149466312209993291e+00 5.165450307686328922e-03
1.053932527743162373e+00 4.382397848658904117e-03
1.437330167194302621e+00 9.608547579155845078e-03
1.166201303707004477e+00 4.491820537474129106e-03
8.854451657874669035e-01 7.363618137436970384e-03
5.098366278329635737e-01 9.456343445053434077e-03
7.497681290466466919e-01 8.586767308835065518e-03
1.118457694561276305e+00 3.075980416787151960e-03
1.298043857182320071e+00 9.878441575131135383e-03
1.052925003889303435e+00 5.148524746220247295e-04
5.326529392844915334e-01 3.167125960587275323e-03
7.136370849806330519e-01 1.651374577596866110e-03
1.166695560580507163e+00 8.809150778065493945e-03
1.061239121181704714e+00 8.752825240213828531e-03
1.214297386001471413e+00 2.406612691259531634e-03
5.793986043415130238e-01 7.984843588948107446e-03
1.166822788036066871e+00 8.259983389697264297e-03
1.428268449380532212e+00 5.343803786957708468e-03
6.531357277273499573e-01 7.669180896502326636e-03
1.167335035777643082e+00 4.817642191195076716e-03
1.420322971547442803e+00 4.471271680672971732e-03
9.493989098498869517e-01 9.990936282720222841e-03
5.805314574197065758e-01 1.941215265472017674e-03
1.479482260863386855e+00 1.106609044755865181e-03
6.774215575687114743e-01 3.685678196147210844e-03
1.027362185541943029e+00 4.337679186871506651e-03
1.421318154683970381e+00 8.827089780103783423e-03
8.307480092105534730e-01 6.442500032011844006e-03
1.307110709508403135e+00 7.741886592656729155e-03
8.833805927896951626e-01 6.171734130815644676e-03
1.381853242694061512e+00 7.579680862834976308e-03
8.243261622674759037e-01 4.124045646152393538e-03
6.437046639474680587e-01 3.373482854768621465e-03
1.362005083420265938e+00 5.308091344803041178e-03
1.391320690221677703e+00 9.769647066810282360e-03
1.268610368304275315e+00 1.582431182279746013e-03
5.783295990842739487e-01 6.996010767254038504e-03
1.351554994174414048e+00 3.775294126367795787e-03
9.402557408898349900e-01 4.227967476279848903e-03
9.482018517667151203e-01 1.950559753252133124e-03
5.392144388184052506e-01 6.869627805629307735e-03
1.179452486046721926e+00 7.847677482367245924e-03
1.312071495193444459e+00 8.767349027531913183e-03
8.157287975462770291e-01 7.386048078208198690e-03
1.080770566398556509e+00 7.594620681126405988e-03
1.057394368874046586e+00 2.329962718983002133e-03
6.839609310589187530e-01 1.649052788515427892e-03
1.455619315233823263e+00 6.330548514955386570e-03
1.268888949987790227e+00 2.400839654644059545e-03
1.362780942583897259e+00 6.288079908985746286e-03
1.216701748479920298e+00 8.951687315537565966e-04
6.270501917381217094e-01 9.519969026021686195e-03
1.285059635901703246e+00 7.511638429716221976e-03
5.154152330992674003e-01 1.146131801408052897e-04
5.215940387320663341e-01 7.334144485151583744e-03
1.367607618164866423e+00 2.224764514207042132e-03
1.070788887863201033e+00 2.117437549498560161e-03
1.290496175430485781e+00 9.505321233717993479e-03
1.056441288378540122e+00 2.438724981575056232e-03
1.254792449180660796e+00 7.972154969395347374e-03
1.184788193961320069e+00 6.581304693451406167e-03
6.064305761092885216e-01 6.891354529626107436e-03
6.642751549993252125e-01 7.162257802416379000e-03
8.336959942895080244e-01 5.137235593800619331e-03
7.903679461684736118e-01 4.291354559153897491e-03
1.256598409154823459e+00 9.180627737699910071e-03
6.832362888635536979e-01 3.201456207542328902e-03
9.989892153284389842e-01 4.808460134880582042e-03
1.014212143702166502e+00 6.448047861200288319e-03
5.312929544686715300e-01 6.785212307941448917e-03
5.288111179410417417e-01 7.790704634438347202e-03
8.543785265104182347e-01 3.388450736496644369e-03
8.669370568239928021e-01 4.890652706650578871e-03
5.981107262919016510e-01 1.208141020402259992e-03
1.455278343851712064e+00 2.732540275052993718e-03
5.909184340438012883e-01 4.988566434515755675e-03
7.897663272045803984e-01 1.342250017185808242e-03
1.224571698823878396e+00 1.315312673971032317e-03
7.142533411934777199e-01 2.888803331698800055e-03
8.611723831653320671e-01 3.056554703587982102e-03
9.285192814641197723e-01 1.755726817828511281e-03
8.038705244442477804e-01 2.852548706667026868e-03
8.169502346348187505e-01 2.473464323652044272e-03
1.260116651287469303e+00 3.537477263852901576e-03
1.406804427674508862e+00 9.600656868727328735e-03
8.588137844780733277e-01 6.804622631180424954e-04
7.878551090974252880e-01 6.042626789102108036e-03
5.446386809444664356e-01 7.515758909418029585e-04
5.965570761446626902e-01 8.856248326910072521e-03
6.863011999914984118e-01 2.901000930196413752e-03
1.158645008357035211e+00 4.516479039302643064e-03
8.823317726498003388e-01 2.479592411140438182e-03
9.524795645480075290e-01 5.151739335220771945e-03
1.047813553273637899e+00 1.963404649710991795e-03
1.358596551845130396e+00 2.126736790022655749e-04
5.966233444107743589e-01 5.356296150618571408e-03
6.524376640898604807e-01 4.734891220619879756e-03
1.373002111915238466e+00 5.947255130357083884e-03
6.891459014395179272e-01 1.490913153481857175e-03
1.184821673762938898e+00 4.625271497118638164e-03
6.287477276722880370e-01 4.087645410698450069e-03
1.377901714111030795e+00 7.257465438069960785e-03
1.025234156573632927e+00 7.557564783789291404e-03
1.266238514390179093e+00 4.811373694636664027e-03
1.165219842120691629e+00 8.608938927705866778e-04
1.245065436187635211e+00 5.782605670767658988e-03
1.392226574588915078e+00 6.247499659219526297e-03
1.234287013475473982e+00 9.795173914167600027e-03
1.408918407307657272e+00 4.436526575663530397e-03
1.005016935256342503e+00 9.109296625313994394e-03
1.498228004588427531e+00 3.233655828599657413e-03
5.731608765114817317e-01 3.244217641380843162e-03
1.105321456009445535e+00 5.133614861640104637e-03
6.761178006985743005e-01 8.482922056851022533e-03
9.506457454104038085e-01 1.237528854854983568e-03
9.443136716784704676e-01 9.865654954568266188e-03
7.397524949280561701e-01 1.281851936926030984e-03
7.836137014880577567e-01 6.756242074591217728e-03
9.522058337491455804e-01 6.710857745730593356e-03
1.424338073787196457e+00 1.969582511064631690e-03
8.298155695427209544e-01 7.585289210277662737e-03
1.296181359595819593e+00 8.477506008870108745e-03
5.907217417761235767e-01 2.517554096012053749e-03
8.261560514204449035e-01 8.369496941814172364e-03
1.031353051198305337e+00 3.685586007541876222e-03
8.788905319675749395e-01 7.435504807670780848e-03
9.662797672513236957e-01 8.397529400633313781e-03
5.623275757138673780e-01 2.931269600102677855e-03
1.167913387697618210e+00 6.898320255871059903e-03
6.413477327963215124e-01 4.198812058578714479e-03
1.309487706664064000e+00 5.178443148153554117e-03
1.163898694596685601e+00 7.793882825217053785e-03
7.123373518863125309e-01 8.423672022700067624e-03
9.366052565577422939e-01 6.814740484432560592e-03
1.144951524167959978e+00 3.018111883285885810e-03
1.138809705271874861e+00 3.167531650205817912e-03
7.566169058882440401e-01 7.031051580388194937e-03
1.278349161264085598e+00 5.611964995965356730e-03
1.232896410399738851e+00 1.612089916205197248e-04
7.206333524283460301e-01 9.374497592883029862e-03
1.168391265872595230e+00 5.494000439820620647e-03
1.078934650875321033e+00 6.341362704322507995e-03
6.880945703795285917e-01 8.980921394405609950e-03
5.600649829857266004e-01 6.618338218987690480e-03
5.966765561224645076e-01 7.183323961972220770e-03
9.990587451994652479e-01 3.093270260380019589e-03
1.016299138772445820e+00 5.703464223808916815e-03
1.000175962355398962e+00 2.735439827320297005e-03
6.252855801244173728e-01 8.788414313540257594e-03
1.175212441278981501e+00 8.360335480767255856e-03
5.981873758479617775e-01 9.226708994799862409e-03
1.456608582276999186e+00 3.586727165248507210e-04
1.250641597755675072e+00 6.571479498814957951e-03
1.103002986101426108e+00 5.293591134879495862e-04
6.694573496557132408e-01 8.722788650795801346e-03
1.245056045886645313e+00 4.238448089955292042e-03
1.049214111199543886e+00 6.812060071618215688e-03
7.349855157563817132e-01 8.358753862958725328e-03
8.631912419021612326e-01 8.240895442319090894e-03
1.216148822073700675e+00 7.376993610987109956e-03
6.603143175285207667e-01 7.968690601651007288e-03
1.008010490704991158e+00 7.586005941566961383e-03
1.142705875520753533e+00 9.128842841692540178e-03
9.189097627863050954e-01 8.367376148065874819e-03
1.189887782567774055e+00 7.877069217742458176e-03
7.132827938857444483e-01 3.503829768357289657e-03
7.943749609722827731e-01 6.287852957924018778e-03
1.454064807000530646e+00 2.920601317664887550e-03
7.205880366763500744e-01 3.389058984161019954e-03
9.148449316658268105e-01 9.041467188415740555e-03
1.016083915506025726e+00 2.441066423228109984e-04
7.769631087701039940e-01 8.061123609404270002e-03
6.578969667783791664e-01 1.200620741026282336e-03
9.053217216009195045e-01 3.915584314290258480e-03
6.329866941822261950e-01 8.248974311496374764e-03
8.581192654139918607e-01 1.618421265526410417e-03
1.076070332942008489e+00 4.714138533759967310e-03
1.083718733051704408e+00 2.523554577480493014e-03
1.493523782639682551e+00 5.347365972064008904e-03
1.146115221349002011e+00 5.228170499590976961e-03
7.718279761828155117e-01 2.742199934919626377e-03
1.426131554333952778e+00 8.863979239164194654e-03
6.988203759353807110e-01 5.132314518263500491e-03
1.029515100077410317e+00 8.810906696007904382e-03
1.441884760171673108e+00 5.225785801168288981e-03
1.063548080036704313e+00 5.558893144452673428e-03
5.741366870975199710e-01 6.041436866554721064e-03
1.346253686649904191e+00 7.889238467896167797e-03
1.444011514658944728e+00 7.103327248283088091e-03
1.439103746908378501e+00 8.564346648987794519e-03
8.912742689957366959e-01 6.671780579525854807e-03
1.331761703924775109e+00 1.622343215319326654e-03
5.256245613600850630e-01 3.695131491977906267e-03
1.041676695256860130e+00 9.385571064437537442e-03
8.112117509262219972e-01 1.209071029529167670e-04
1.000779951482021035e+00 5.281012498303014162e-03
1.297464765136535636e+00 8.390721091615746530e-03
1.309339810822754302e+00 6.379584223509995877e-03
1.273735578378362598e+00 3.628565393542053374e-03
5.621823394213159020e-01 7.575157621695309713e-03
1.098244622802025505e+00 8.218688713063793810e-03
8.121331780895797436e-01 2.430576039277589258e-03
1.279630960050877064e+00 2.385231822975347402e-03
1.210304385131248051e+00 7.275006485903148974e-03
7.688140939083192293e-01 1.887147571991029888e-03
1.024123444743578304e+00 5.057255115527366403e-03
8.639113390099281142e-01 3.874253083514429992e-03
1.416380802069646450e+00 3.221343051565351483e-04
8.883966375283304240e-01 3.986309301753000571e-03
6.750841669131804057e-01 7.103898510542898739e-03
1.338676920101606882e+00 5.331943250573933576e-03
1.277245918026667315e+00 5.439296002733195329e-03
9.304869068379479913e-01 8.664115459075895365e-03
5.535850007641168746e-01 4.560146065818047358e-03
6.084524889093082534e-01 6.624100087056408043e-03
1.276937953101088929e+00 2.062328478088259077e-03
5.640402610786955373e-01 6.714456949441874887e-04
8.567935198529930130e-01 9.037559803252040100e-03
7.638174291338313271e-01 3.455703824696932779e-03
5.147131531068726007e-01 1.214497453566982946e-03
9.005285937286174880e-01 8.711043801947650558e-03
9.805468006403907921e-01 3.475823932789189486e-03
6.841540362954717791e-01 9.102543127344779952e-03
1.020390746790020842e+00 3.812301516742115821e-03
9.260145744557585212e-01 3.539668603366873004e-04
5.475743619652132521e-01 3.635044592049795076e-03
1.142797484573964351e+00 7.597400623535599702e-03
1.282736720489167315e+00 9.764144285133675993e-03
1.023683466590008084e+00 6.812738213339919122e-03
1.235906645526393177e+00 8.240763525118790372e-03
6.884177390633340332e-01 6.571238543291358161e-03
1.402190154177444192e+00 8.365427800446560529e-04
1.443161368406139289e+00 9.599808245708597171e-03
1.113184393046473764e+00 8.474163648278331892e-03
1.398544918022845751e+00 9.278859807459233569e-03
7.739185176844319836e-01 2.207411893698059402e-03
1.033131295620060897e+00 8.633998447402807877e-03
6.901262222653572476e-01 1.416392987562279607e-03
1.249018179082763913e+00 7.871473359570750269e-03
5.796082169138320195e-01 5.552446377141072656e-03
1.082553785104988009e+00 6.048068319291239475e-03
9.146352554721083328e-01 9.649552986691036643e-03
1.400778284295973286e+00 8.080461677074230603e-03
1.325107696559931103e+00 1.261662520945076339e-04
1.192221198204541643e+00 3.498501146249693994e-03
6.106012204256040521e-01 7.840692980863440617e-03
5.211100872268463746e-01 2.688028039144013410e-03
1.449260754493997494e+00 2.381555492692386932e-03
5.296692340233691842e-01 7.118423997304260467e-03
7.591235253519283965e-01 4.048872994223137213e-03
8.618473058873515891e-01 8.247780391339916764e-03
8.091170418920531349e-01 3.398827663994562123e-03
5.214531983770189782e-01 8.492795691987662515e-03
1.188743097383125225e+00 1.671930831702582746e-03
1.049501131582035507e+00 9.272998174772054212e-04
1.365124157715006614e+00 7.182686261938662359e-03
1.040531422877997159e+00 3.510245101313338740e-03
1.351844425877521516e+00 8.456029821595125590e-03
8.632044702393386615e-01 7.957812133279156680e-03
1.158628538736100611e+00 3.527272024266741527e-03
5.594528005213791344e-01 9.900191455805738231e-04
7.335836294152612291e-01 2.163582545450867464e-03
5.875924578882912863e-01 9.428168911569941718e-03
1.394386044444464012e+00 5.387134804431566518e-03
5.170499612124251909e-01 2.721016692539504189e-03
1.034749466390537664e+00 3.103285661197384502e-03
5.540581303646532341e-01 2.315881993974321356e-03
1.184226075491185304e+00 5.399386356767572892e-03
6.084063184875174723e-01 2.293104948046883421e-03
8.625660160683554789e-01 7.670712908689201245e-04
1.300026011430043482e+00 9.378442260557123041e-04
1.441502797517829837e+00 2.257015336050793766e-03
7.032969904253931759e-01 2.530227044542860196e-03
9.935161449095825104e-01 7.646920099664712006e-03
7.426364889791426949e-01 6.245618222637468013e-03
1.427318681656077892e+00 6.684721372436371913e-03
9.684192985304532764e-01 5.659614644015721271e-03
5.991605939785829005e-01 1.563461664567585788e-03
1.045648225890719374e+00 2.050022510790557289e-03
1.357408997567342679e+00 9.370309277908113466e-03
1.185546038526913204e+00 2.036244079464768087e-03
1.234529898562097383e+00 8.796843580794376505e-03
1.499524423201751944e+00 7.392392650963293052e-03
9.519822309279266648e-01 9.199434759157926883e-03
1.454724036965477918e+00 3.146679792116016759e-03
5.325249510209366655e-01 6.296856134268629182e-03
1.013765426328237407e+00 8.125839745768456690e-03
1.076008624933681990e+00 9.922113141643394696e-03
1.085365921618628438e+00 3.986123820783429882e-04
1.275187784281092362e+00 5.266178296121640061e-03
9.590170930692981655e-01 1.452398235076915759e-03
9.170656154142193817e-01 5.410788532964045218e-04
9.869772012598636568e-01 6.008329685807007291e-03
7.497318171584165247e-01 6.687581804418842903e-03
8.015403634254304466e-01 6.761545664541552744e-03
9.055419430191309349e-01 1.374239472596640614e-03
7.303974505150880869e-01 5.069179687056215786e-03
1.097889529060706693e+00 4.416290887212780147e-04
1.268325778461209419e+00 6.291324299423479982e-03
6.714508001938851445e-01 6.365764092780864906e-03
5.149356782514478148e-01 3.741191331990014086e-03
1.342824661707433753e+00 7.947994948569566537e-03
1.258961140784975230e+00 9.584175618559082760e-03
9.101509156332490136e-01 9.258458742530071076e-03
5.819847027818956242e-01 2.748324405670521603e-04
1.331048531803364465e+00 4.962755007426346114e-03
6.432527198017768955e-01 4.047843447283358542e-03
1.461921296268768433e+00 9.367342837686467791e-03
1.036238329528907487e+00 9.153229143879148752e-03
1.197014721693191674e+00 6.695777454988989172e-04
6.194641681291882529e-01 1.098522627205873606e-03
1.022175500444131746e+00 9.952694485213268646e-03
1.267666152091520448e+00 2.282892961348529336e-03
1.399071840138554901e+00 1.836472014318363515e-04
1.141611480555260627e+00 6.125482620409489209e-03
1.269111532845310197e+00 1.724190094862527566e-03
1.135970801511319239e+00 5.005119339518838105e-03
5.911287283683536176e-01 8.268451941506741940e-03
1.396358910035141676e+00 2.746862360497392876e-03
9.350821358785257331e-01 2.822295957068811628e-03
1.471390819711670073e+00 8.228874840543510399e-03
6.493825039039488045e-01 2.032337559105169226e-03
1.188434511902508817e+00 8.118472770656083928e-03
5.674465778480085598e-01 7.799644117998718977e-03
6.823109210055351426e-01 3.018459703523663617e-03
1.075717603062154915e+00 7.366619032431428668e-03
9.841444350385168960e-01 8.194966025208564112e-03
6.126404867604363647e-01 8.060066483038533930e-03
1.111954794109195621e+00 9.742061090399640674e-03
6.102355347309444955e-01 5.014443667423077247e-03
1.186302212069006767e+00 8.598315539620096475e-04
1.126634345359084133e+00 4.062472340494100928e-03
8.729236881988284846e-01 9.831387595595438011e-03
1.120101150395850453e+00 3.780003352298878100e-03
1.004749418284963447e+00 8.096096520064282112e-03
5.327162379398776570e-01 3.347402221875690753e-03
1.048092057269301769e+00 2.019162171299919688e-03
1.176291784847207422e+00 5.073291599414811795e-03
1.493493838371281690e+00 5.999859734588722064e-03
1.310041254281542500e+00 9.542603031241892950e-03
1.423774240322055018e+00 4.249209326671811449e-03
1.095958798147022462e+00 5.454391973001500825e-03
5.928469079401521569e-01 6.826009104786960428e-03
1.142634838605351977e+00 2.836478424421826159e-03
8.033507771884629278e-01 9.973703762451364627e-03
5.979172818542521917e-01 9.154459260844568375e-03
1.337026924285187324e+00 5.793735958113585809e-04
1.410884382361466516e+00 2.876063556143042092e-03
6.649343797491101826e-01 8.465915621290166088e-03
5.300818047161899305e-01 1.040958809345768604e-03
1.350636073462613052e+00 2.128212347314170031e-03
1.365292484571698495e+00 5.259325100096825384e-03
8.520783638715933028e-01 1.761843287883448116e-03
7.956597928909363571e-01 6.277999306678359176e-03
5.623709907933450713e-01 6.766534306558566990e-03
8.135581856501078457e-01 2.222450258854301655e-03
1.385650938317671832e+00 2.431774103704966751e-03
1.394877005936228986e+00 9.883069911756688780e-03
1.478927542373304815e+00 4.685752856579789363e-03
1.022364523175921747e+00 9.322259902400162682e-03
7.967129417429688054e-01 1.930250374480450013e-03
5.127217086828765868e-01 1.449562320861218613e-03
8.423580932262890730e-01 6.978133108659132985e-03
1.148235131395917152e+00 6.292510977978177898e-03
1.408821987144547760e+00 8.315915182281292603e-03
6.505149668823296816e-01 5.636889822627394117e-03
9.001877637204964699e-01 8.873494696418886968e-03
1.211485096117204563e+00 1.202827073737307339e-03
8.969677758746850138e-01 1.622129930781856686e-03
1.077169221320465109e+00 5.047826974770297515e-03
6.631814018818529277e-01 7.001954221115232364e-03
1.238153920891832627e+00 7.568460528284391437e-04
5.205734118373750441e-01 4.914469031399851771e-03
9.410309332166845175e-01 4.214369627648665607e-03
1.386174594302071572e+00 1.018952257382248379e-03
9.604743565995631505e-01 2.021717726106005315e-03
5.269849075575062658e-01 3.635535697843866963e-03
5.213071939950248979e-01 8.437362328553691532e-03
6.282093274455312626e-01 2.865696830549538041e-03
1.153508158347412049e+00 6.160671676657141285e-03
1.115315762688745549e+00 6.989561742296225393e-03
9.850047526223228989e-01 3.129773852369679803e-03
1.487937400061687399e+00 3.128083031855160689e-03
8.919277532709461997e-01 9.765976734819360738e-03
6.130451149600388838e-01 2.426320882955541620e-03
1.398167494496559637e+00 1.656230145688872496e-03
1.195280844528320063e+00 5.015430806979178334e-03
1.264605885681175046e+00 1.456486054747935461e-03
8.879013666834673080e-01 3.574484389466645734e-03
1.493972180870820177e+00 9.620802952479226913e-03
1.279290447358743865e+00 9.971547599079191512e-03
5.283897492731354228e-01 1.277856556359480145e-03
9.067729548142730023e-01 1.646526801982815921e-04
1.193697123422127415e+00 8.970467937024930935e-03
1.177877764076835199e+00 9.814690186480552400e-03
7.893588276302486717e-01 4.217750068295679153e-03
7.958613666543723486e-01 8.219923814781010529e-03
8.865311621878934067e-01 8.010295175741553864e-03
7.933197618294870468e-01 6.073217795437197558e-03
6.120993554151106242e-01 8.229501607896672413e-03
5.169445811796039569e-01 8.567809730881942656e-03
7.444020870918187649e-01 5.088095783963617925e-03
6.118299838390584000e-01 2.048665461375007504e-03
1.049993078432487348e+00 9.358561987547339093e-04
1.452284666126874679e+00 8.390517420166578727e-03
8.523788939270867671e-01 5.661719220037933790e-04
8.449695740376317321e-01 5.935694375905728893e-04
1.459060177909752287e+00 5.071319520787561860e-04
9.634595529303026096e-01 6.160388237112858142e-03
1.086494695948544198e+00 2.659600566281673274e-03
1.162820540966492899e+00 3.347976455751750912e-04
1.206449990698491792e+00 6.339296957328295103e-03
5.081079394327370213e-01 1.937348746714646474e-03
6.227898279179748808e-01 8.750521252189606691e-03
6.087389008488778286e-01 8.638736819737154182e-03
9.154315677384713412e-01 5.613084540545562259e-03
1.179707145763839282e+00 2.046616720994925889e-03
1.347714261962611459e+00 1.415561850040862211e-03
1.163937717584298870e+00 7.501458145335893404e-03
1.406842130755029618e+00 5.753565435858752283e-03
1.212147586318891301e+00 7.109592590682630928e-03
8.060176729194693523e-01 7.986102436959652620e-03
7.374471137680349564e-01 8.105147405259700844e-03
9.800772270531065145e-01 6.848840676304963557e-03
5.475376735959074370e-01 7.965904647116042823e-04
1.116649111257028926e+00 2.500564118976517265e-03
8.551676712768514488e-01 6.581108884876571766e-03
1.282592213195053343e+00 4.437968297101915587e-03
6.128714254816627349e-01 7.344532656090673080e-03
8.037602836365940195e-01 4.006374850572607185e-03
7.779505468053778960e-01 4.628952663349501610e-03
5.265891083250018312e-01 5.132851363597040403e-03
6.203185963364603595e-01 1.416912134784469599e-03
8.092430661178378060e-01 7.550841852915611378e-03
1.144655714253382639e+00 7.331885955866628696e-03
1.069600636492465506e+00 8.487070798943313621e-03
9.703139427967530928e-01 1.625973237195562629e-03
8.083768240973846497e-01 6.585789184874707436e-03
1.134194832979269929e+00 7.614240338697919087e-03
6.648900198528726602e-01 7.279023260593233541e-03
7.964774849778399890e-01 8.437902104221366509e-03
5.787368513038172457e-01 3.821611574706420839e-03
7.911783441517585835e-01 6.025929164131507611e-04
1.399710149894116018e+00 9.582371784671516249e-03
1.291978985275143987e+00 5.617488092177549790e-03
1.354087994923902416e+00 9.802146239705747301e-04
7.072516115686857674e-01 5.183071148284893077e-03
9.869651920744403339e-01 6.018629931859598332e-03
1.134564550048077880e+00 8.445274191317457546e-03
1.172661939036993672e+00 3.942893026266981911e-03
6.069636115011399768e-01 3.252515860926182001e-03
8.028527338147526393e-01 6.843920324945229443e-03
1.014488874715696154e+00 8.761287660898597549e-03
1.431717324653585033e+00 8.182568853407238413e-03
9.768263030876802588e-01 9.338009314379095219e-03
1.070590230636256468e+00 2.781154136650870398e-03
1.410474574844464701e+00 9.269675016215738611e-03
8.709968639210584618e-01 1.248608020273263113e-03
1.025760402267252402e+00 1.977799543845504791e-03
7.102503446070292936e-01 6.614973728244121160e-04
5.696501128865580910e-01 1.226189865809434922e-03
1.319293205805737390e+00 8.084098047788177560e-03
7.918785906710076317e-01 8.998829966798170890e-03
1.005137549460104474e+00 6.288112435721003764e-03
7.468469677057365530e-01 1.091131294612444859e-03
1.446634829645196074e+00 9.856314606882394733e-03
6.309723775326410156e-01 3.339472254857820625e-03
1.122896008509656873e+00 7.856039109773749543e-03
7.755941930861507405e-01 2.315571616021989704e-03
9.549801760055107724e-01 8.757037677754106811e-03
1.076496573498919584e+00 8.450877229997487070e-03
9.809456453625202688e-01 3.134584967693947264e-03
1.332691067562965070e+00 5.190755756488375436e-03
1.294834992372828619e+00 1.530779760666971647e-04
5.283132833714117016e-01 8.169642432731735390e-03
8.208179001650504070e-01 7.903323777764099944e-03
1.399500225067948245e+00 5.313847780004956473e-03
7.126065940284066480e-01 1.302690671092149744e-03
1.128829828563427062e+00 2.560832378492894443e-03
1.485612538217309542e+00 7.795817409399552261e-04
5.464047464148691358e-01 3.957638541451064841e-03
1.283518691731909467e+00 4.786584344613657033e-03
1.096569410910642972e+00 8.940084817142123982e-03
1.305776717351793792e+00 4.901635710825507503e-03
7.900943351674798443e-01 6.201990539874323305e-03
8.889193167262735562e-01 5.556246896931554130e-03
1.427854347856542194e+00 9.869821218469384053e-03
9.452802292092832293e-01 6.839202775355325038e-03
9.102480124179010978e-01 8.345384880290981564e-03
5.732493385375411199e-01 7.565411189975636969e-03
1.300137673323234155e+00 8.564439843794964535e-03
1.240735739676859684e+00 5.327874363252628302e-03
1.478615076918999183e+00 6.703155879099450057e-03
1.202743414298705904e+00 7.095026542168932950e-03
7.512773947905382332e-01 7.959764242240740736e-03
9.636862469401180631e-01 6.337049688099064687e-03
9.954982808253050042e-01 6.993096849897335529e-03
8.276395299400769456e-01 9.370467717698423640e-03
8.295641717738106991e-01 3.838940902373007367e-03
5.890118751497016580e-01 4.560344425453461553e-03
1.356616410000162976e+00 8.874126368859740904e-03
1.435096400537353434e+00 8.860371739142497774e-03
1.410151623390422326e+00 5.708184113779407598e-03
1.477090817007084222e+00 7.168459036147481998e-03
7.652989576601145760e-01 3.356496170647972795e-03
9.152007015250172017e-01 5.608134637404961140e-03
1.359992025925505388e+00 5.781882061644860564e-03
1.199255516617816930e+00 3.211296992405499777e-04
6.350358212070357222e-01 4.769918745084672507e-03
6.853599358156314825e-01 8.501875449800650603e-03
1.179853965769179780e+00 5.354368243260633833e-03
1.348828109497136829e+00 2.766197828915607348e-03
5.161391217669306641e-01 9.294774192809577770e-03
5.815434970583867047e-01 1.510753038938027161e-03
1.451535707851357326e+00 9.668838498952893670e-03
9.216080398285810826e-01 8.369453565661535629e-03
1.035288472230667001e+00 2.387190440798159230e-03
8.004280180719297588e-01 9.037995206352764793e-03
5.217246914547032377e-01 5.656717014882257010e-04
5.268823445347856627e-01 7.451030246610170415e-04
1.061921999683328011e+00 2.619957379243004203e-03
1.210676680337029243e+00 8.950423755300553758e-03
1.320419216235667825e+00 7.070890098403689525e-03
5.565871649725289139e-01 8.472614382312055117e-03
1.222293190904093496e+00 7.675159399796288064e-03
6.516306579459857362e-01 8.727155571045242671e-03
1.156455955944301728e+00 6.382469588930536272e-03
9.474594664211941630e-01 3.077974286401447511e-03
9.855322866669333770e-01 9.214834501976890482e-03
7.863912272582682661e-01 6.062088084220659291e-03
9.177001763800496370e-01 8.534123032576827533e-04
8.106027320747848375e-01 9.532348901155479615e-03
1.082960684696892661e+00 1.752346005539319549e-03
1.049417858284267924e+00 4.103034186965054744e-03
1.457251209568982464e+00 4.911939041790296199e-04
1.017361697762061867e+00 5.712997320136416549e-03
1.449661639657348289e+00 8.677391243638423249e-03
9.956529817252280923e-01 8.970229025303585318e-03
1.246102229595918320e+00 7.784947423702360918e-03
1.358049068897565714e+00 6.157884707433328685e-03
1.374608998276303673e+00 3.019829853269697111e-04
5.840016112971742057e-01 7.319308089698087563e-03
1.122620102701403999e+00 6.223622117508919097e-03
1.346967255059150936e+00 6.201596153087591407e-03
5.517239504131765671e-01 1.225959939064084079e-03
1.355786504723135444e+00 6.716712112885016121e-03
1.033707968167599134e+00 6.564128839704004917e-03
7.303797605069773935e-01 6.174392161636214080e-04
5.984687646536348549e-01 3.987351003275979404e-03
5.288568147963680355e-01 1.854586725982942681e-03
7.915265301743251714e-01 4.631145673230649754e-03
7.990712610770973612e-01 7.394108432106951930e-04
1.358053228516205468e+00 1.001891805892405089e-03
9.418992259349484586e-01 6.041809829875938349e-03
1.189693935347210907e+00 7.991668833407603728e-03
8.298356113420054525e-01 6.114758482135756535e-04
5.899888920994191821e-01 1.604069768899367638e-03
1.172429327687634304e+00 9.239092975336128666e-03
1.440127866750579910e+00 1.489065254060332587e-03
1.219047624979970212e+00 7.240868765584978356e-03
1.392694152246496841e+00 3.890665007540041690e-03
7.063058754256864580e-01 4.877936775556489073e-03
1.342826629407417371e+00 1.034621669521469407e-03
1.167825657026523523e+00 6.728156653137088578e-03
1.353021358186665246e+00 6.859625536507267703e-03
