# κ κ_c g ΔE
1.524080494900693591e-04 6.318929341398887335e-05 1.080775213722925954e-02 2.006951507517398703e+00
2.928589378325445946e-04 5.993241816406231798e-05 1.076698634037863249e-02 1.928804535092163208e+00
7.212132082174283875e-04 2.427414786804441653e-05 1.316759376965044928e-02 1.901449744714092560e+00
4.100861159162899031e-04 2.539097993228659373e-05 1.292522843684565555e-02 2.291558884506488702e+00
1.309538898861083557e-04 6.931919592284019880e-05 1.124236303746505017e-02 2.350561617381439206e+00
3.403060794921446012e-04 1.868343880678441019e-05 1.151044950543246570e-02 1.858094597297958561e+00
5.590912163264316528e-04 1.656299629544096140e-05 1.231741297770231648e-02 2.024573705034417248e+00
8.603933702824410890e-04 2.231147246776585917e-05 1.166050818754574801e-02 1.803929439428207493e+00
8.800427702914378819e-04 1.567217021357424504e-05 1.059697902398022348e-02 2.120291600721753600e+00
3.008476925969923730e-04 6.143116439542523966e-05 1.167999220336533514e-02 2.062633449273103547e+00
6.760088983958624466e-04 7.564517897788990706e-05 1.421474303613511937e-02 2.150305424180901426e+00
6.828690940664194865e-04 2.468503228372534680e-05 1.173762832047375686e-02 1.904902468134811899e+00
3.082605336077937812e-04 8.069647859210231063e-05 1.022528887294762642e-02 2.341670386815519311e+00
5.452538745814528237e-04 6.340606769486881698e-05 1.136834492388727816e-02 2.340189340015252473e+00
1.695383878586050443e-04 2.259410112834707776e-05 1.357787263710190200e-02 2.333635453431351259e+00
2.972187788289485711e-04 4.994292545915881459e-05 1.052848075564147626e-02 1.816340829831401882e+00
6.885647069614451304e-04 5.213824295464498991e-05 1.313689763562410351e-02 2.113063642941173992e+00
3.542607471449653214e-04 3.625924519830291159e-05 1.036223882815746379e-02 2.182821039808933605e+00
1.513741814490131407e-04 3.660846982156466768e-05 1.227821635996956262e-02 2.031808970436524309e+00
7.995553399663911636e-04 5.056350979021788291e-05 1.188879817113179527e-02 2.291875792283215141e+00
9.313654464535259204e-04 2.333989994774100460e-05 1.007819386624578088e-02 2.269335730851273158e+00
9.790596976694224563e-04 9.820469480993129351e-05 1.149517421263987829e-02 2.323552222950142188e+00
1.248622383137213754e-04 1.173386113021425935e-05 1.127783773717370291e-02 1.902478935460806486e+00
4.292938179600815280e-04 9.562796035250357301e-05 1.088717120795459035e-02 2.007082878031942741e+00
3.721104873344390656e-04 7.808184884027541297e-05 1.444866562406764074e-02 1.917725969000184438e+00
9.932921533445172087e-04 4.384753996219202640e-05 1.109825520862587830e-02 2.129481622111510486e+00
5.747817983447610791e-04 6.412474495657363987e-05 1.062366931049416041e-02 2.079098191059337797e+00
9.719051047821925925e-04 1.022572054957169567e-05 1.090076970072962823e-02 1.816453731241900904e+00
6.288639459459883282e-04 8.465159902229872342e-05 1.032450964369220625e-02 2.093743116697761142e+00
7.133612496868364490e-04 8.619023516300555060e-05 1.007523264120794258e-02 2.196847041754835139e+00
9.615358799215484005e-04 8.842761959165227530e-05 1.439965581652454321e-02 1.813583371410612655e+00
7.174177646111951382e-04 7.583271638030056837e-05 1.030209840320636151e-02 2.119391217604188249e+00
9.931989328186066873e-04 8.703567900471165133e-05 1.033067740503712181e-02 2.172478277195701413e+00
7.903752853615073808e-04 7.299885469929975998e-05 1.010321622743995049e-02 1.957779445367666682e+00
8.301306060652612322e-04 1.749409121170970977e-05 1.127237609013150704e-02 2.331899005627910970e+00
4.275725375565340948e-04 3.224864909737830480e-05 1.016070308788465278e-02 1.933681215869022862e+00
3.567161790691696262e-04 2.974331454270416213e-05 1.191440930772709635e-02 2.033954188779534267e+00
2.261939935972816207e-04 7.765727171469537238e-05 1.197901879575911412e-02 2.076836659616790648e+00
5.422993861133525465e-04 1.837196935339929443e-05 1.436324760457818178e-02 1.860549106452046519e+00
6.798648416666736071e-04 7.701159270341210528e-05 1.339437336722056580e-02 2.183470477355603734e+00
8.431491708334425128e-04 3.684301575570687859e-05 1.219289220793872905e-02 1.961123364931997903e+00
6.118124183255919295e-04 9.325323290824997439e-05 1.314759222810419140e-02 2.050250346775967181e+00
7.541898663935928809e-04 9.203454173956575725e-05 1.274510485188229403e-02 1.954526796870731609e+00
1.017542954141607326e-04 7.866068405736673628e-05 1.176004700673269690e-02 2.062248921690647219e+00
6.312898494153897436e-04 7.033040549637897322e-05 1.342731112625373396e-02 1.922677996316021654e+00
2.255469811481846418e-04 5.684435212550000927e-05 1.499853627383314000e-02 1.804898947387359343e+00
2.598848235596454411e-04 9.233401267260793162e-05 1.048612005666565636e-02 1.872036960571433539e+00
3.508234094937450094e-04 9.050572540870237379e-05 1.454049715790254466e-02 2.046242055323716169e+00
3.161154063211843316e-04 7.290103893297478991e-05 1.248406486239709082e-02 1.988535007037045110e+00
2.634189250958466786e-04 4.633954258136965631e-05 1.279536234422641756e-02 2.151156875759793419e+00
9.624296160617561852e-04 2.725235914434760557e-05 1.218056764348424484e-02 2.291249689301062542e+00
7.822930922314521706e-04 6.303751837599992094e-05 1.183836909532120889e-02 2.041435273803230643e+00
7.249927174302821069e-04 4.060631499879112697e-05 1.159602819584667349e-02 1.822177151734226674e+00
7.703168922356210544e-04 2.901008506097075385e-05 1.076676750247280469e-02 2.177592252363996117e+00
4.025890395798274973e-04 5.891822288183846750e-05 1.104265303108219708e-02 1.860929894839273402e+00
4.066019664430576674e-04 6.796929866021832753e-05 1.198679009238512450e-02 2.181064938252227581e+00
1.000011354541625961e-04 7.725565801656482509e-05 1.260554573128253031e-02 2.116885054420667434e+00
8.141721552139221697e-04 1.744400460585200657e-05 1.324409250061453665e-02 1.842050995910245348e+00
7.628645718054875412e-04 4.762968469809962383e-05 1.164805525998932612e-02 2.201495990122479540e+00
5.840805005089592071e-04 2.584282859055252879e-05 1.493188260027986797e-02 1.811974901447767738e+00
3.761244022655850245e-04 2.836118727460188111e-05 1.302581619377129671e-02 2.134140713866670147e+00
6.371502979758009990e-04 7.976285850989824891e-05 1.136657833738524519e-02 2.376743461263521873e+00
4.619468500595118473e-04 5.581210398029591785e-05 1.479353876245233235e-02 2.356058006919468095e+00
9.196992266934985588e-04 1.404183390956322867e-05 1.403382859288099423e-02 2.368983573458495862e+00
6.943502283884475223e-04 6.915713883731095337e-05 1.377726344386198329e-02 1.807986580264512755e+00
1.235407722257091318e-04 9.171189198968506657e-05 1.490311846732646911e-02 2.058816192168265502e+00
8.043730706491890184e-04 4.422029933839857123e-05 1.077279065058937661e-02 1.896873456604004415e+00
3.255123441893687615e-04 1.109801025261771551e-05 1.390806222958645283e-02 1.882327715869628104e+00
9.426396366647620331e-04 3.489187868236946137e-05 1.254505463954868824e-02 1.947340506135637028e+00
5.594004551983385943e-04 8.372133887274085611e-05 1.434596242992780372e-02 2.116970054804968360e+00
1.347415238571548286e-04 4.866732120462602780e-05 1.440174087900583655e-02 2.226403869074869757e+00
4.854423338571997983e-04 9.404295450918877556e-05 1.412824129401014928e-02 1.827341117731668074e+00
8.530563454506804710e-04 9.988898766626061530e-05 1.189737088515964436e-02 2.183588914561923833e+00
1.172833552044031172e-04 5.461364429639311370e-05 1.071653256516906863e-02 1.821689741806284069e+00
9.874610648925754956e-04 9.490072079178388730e-05 1.300989951697868047e-02 2.260794060865077171e+00
9.422858697197582971e-04 3.613761988364396405e-05 1.060411389031926110e-02 1.950530528154711174e+00
7.131994834745072551e-04 5.209027628752439137e-05 1.022806368885253829e-02 2.269698482194471012e+00
1.409759246324432543e-04 3.103105923729785524e-05 1.010062617809039630e-02 1.960879339708448521e+00
7.502950481854951973e-04 5.002445666128240462e-05 1.112648266128898542e-02 1.840379728027083939e+00
8.364996599065099587e-04 8.109794995423296501e-05 1.316208030676758491e-02 1.931751399120428481e+00
3.660296091392987636e-04 1.754923565167941475e-05 1.356742579797377141e-02 1.920278320622860413e+00
1.259267888798987971e-04 5.045477607980781477e-05 1.142655011016489343e-02 2.389004662923737143e+00
2.557357913565719504e-04 6.220810267883480655e-05 1.116858390375334575e-02 2.368145835155939682e+00
8.395670901429915347e-04 3.637612589848485296e-05 1.268890710540770614e-02 2.133425100916580774e+00
3.346734788519214522e-04 5.909462759638888017e-05 1.356747371985772034e-02 1.991888113279916661e+00
3.570267043064096683e-04 7.439177767129160701e-05 1.395089036372660490e-02 2.130017043791001541e+00
1.799693060094962639e-04 3.366064463905236347e-05 1.317950931708291445e-02 2.121821655636663806e+00
3.536364788803334457e-04 4.035874997569265533e-05 1.243110110709438713e-02 1.919430173210830759e+00
4.890617366042509552e-04 4.734630530018692950e-05 1.192432696226068678e-02 2.044160513152943892e+00
8.423106808799250096e-04 3.239067679611754176e-05 1.150772083321846030e-02 2.379561909923597618e+00
7.130162341871680489e-04 1.564642098501597761e-05 1.165803810271821318e-02 2.352504451127564344e+00
4.935760650626653439e-04 8.699401230532279082e-05 1.428393431788792071e-02 2.114658487704573986e+00
6.552642762939976835e-04 2.464179700169352743e-05 1.497860851160201859e-02 1.840436458625567262e+00
8.499608258049503283e-04 4.986267533415309275e-05 1.198057039348609729e-02 2.371172671093107365e+00
8.226745250700432353e-04 7.440495830362292584e-05 1.219157522028069610e-02 1.974067109375106543e+00
3.368847296204257854e-04 1.714816359386028643e-05 1.313950347636225549e-02 2.135162679287888388e+00
2.413238328429162072e-04 4.208730572905952622e-05 1.024926149368071172e-02 2.186027924248239440e+00
9.920774695490789351e-04 6.930078468308375908e-05 1.324598320200407256e-02 1.848321221677414083e+00
6.683219171773742374e-04 6.024181589274662846e-05 1.336800402254019471e-02 2.073256072052874988e+00
4.919227578504580586e-04 1.407593704816857810e-05 1.359590434977825564e-02 2.306579812627318038e+00
4.253745559534382443e-04 9.107469602795154485e-05 1.253900136713099155e-02 2.374691771968401088e+00
2.812031772305192121e-04 3.608950776865183169e-05 1.047706621316168117e-02 1.969256866471579714e+00
5.394005865199663760e-04 2.780163322537477783e-05 1.235678911478020614e-02 1.980321051103364205e+00
8.804520840688754429e-04 8.939944075228155752e-05 1.493063143378078883e-02 2.262051542110297575e+00
3.609218816383894055e-04 2.706275489859868879e-05 1.208986052694234307e-02 1.901713680849388632e+00
4.677411492326904747e-04 8.968042453272373536e-05 1.302419257328401962e-02 2.000750314712965938e+00
8.668341085855570246e-04 9.751755103067004881e-05 1.359061487340170425e-02 2.220365916521501060e+00
1.391956622593470505e-04 1.975114708490521712e-05 1.465046402589250188e-02 2.021364290193341517e+00
8.264459280546768150e-04 8.585173224657321968e-05 1.475422085469994468e-02 1.953531278402420357e+00
1.426031708765334530e-04 7.318655371977280603e-05 1.272774357877394513e-02 2.043080650385173502e+00
7.953981034241333018e-04 4.691665270909933024e-05 1.178827312383517838e-02 1.954955777340279033e+00
1.023175248297185738e-04 1.576547047283899684e-05 1.394314972391277538e-02 2.237450406355102395e+00
5.758889431932946116e-04 8.660393782568584053e-05 1.149170728491788820e-02 1.942359518901711768e+00
2.203583548019431490e-04 8.029386319504053650e-05 1.037553515128083158e-02 2.223303083042480033e+00
3.757433520480770481e-04 5.080348886128167066e-05 1.392447812770645013e-02 2.369965742978282552e+00
4.233512448850888029e-04 5.785663404912837578e-05 1.160442065296682021e-02 1.820487202586351660e+00
6.092297331190590351e-04 1.235126289331384242e-05 1.305921181630156219e-02 2.374670651124011655e+00
6.088956672885114784e-04 5.088009276156284282e-05 1.335494350657150456e-02 2.209266199841330103e+00
1.142403228920799396e-04 5.883403728459466164e-05 1.015511941278419983e-02 2.105818883854605694e+00
2.514877554952558731e-04 2.175540813411206857e-05 1.184924154818219749e-02 2.115618695020368811e+00
1.861736093037903998e-04 2.789811584106672920e-05 1.407304970457830956e-02 2.030767289541239418e+00
3.625555914618175390e-04 7.236464427294848174e-05 1.158057402417491007e-02 2.378309592522050764e+00
5.179678765623429298e-04 8.138537091872815341e-05 1.474242004969292079e-02 1.817830815823505031e+00
1.436772152741163907e-04 1.906666768455344879e-05 1.433090998261046800e-02 1.841728928968024759e+00
4.498000860973503691e-04 6.472237163981232986e-05 1.039453029375207033e-02 2.226997445789891561e+00
6.024967935009005113e-04 4.102161320489243436e-05 1.497639416519618537e-02 2.345470529179185526e+00
5.295874947836374386e-04 4.208513449829232635e-05 1.426356377565569586e-02 2.283968562131740487e+00
9.595139451786368007e-04 2.533124533030234305e-05 1.272469663483059149e-02 2.179487247788513216e+00
5.962242915809004996e-04 7.452877474751337856e-05 1.260661824151885699e-02 2.231524603119189987e+00
1.880410729290232644e-04 5.163277509033259742e-05 1.431409232573750689e-02 2.270263785228481268e+00
4.328441003862654808e-04 1.720817302088941658e-05 1.003308717874598979e-02 2.250314854575750534e+00
7.788342640640277554e-04 4.138059477565839877e-05 1.137052661988418971e-02 2.087356278694345590e+00
1.643763531773871156e-04 1.601026282982669695e-05 1.473200487872110796e-02 2.140769810980087229e+00
1.075605180603864667e-04 4.288101874187545432e-05 1.017305027904671227e-02 2.317017308726033509e+00
3.732561627616868107e-04 9.600467442771667428e-05 1.199690951282501687e-02 1.836192299422303442e+00
5.207295571072474271e-04 3.162062700874214638e-05 1.494297845162217628e-02 2.274035299307759050e+00
8.477618849388608409e-04 3.588016101144868953e-05 1.111169952911943148e-02 2.210371862733421011e+00
9.167491595799769598e-04 3.317512948674032017e-05 1.108076999137043439e-02 2.311367774036588774e+00
7.881092280760166767e-04 5.683284333403962649e-05 1.141932892603774417e-02 1.876180219721889086e+00
4.851545024796326201e-04 4.868373890012779137e-05 1.264221570359755180e-02 2.378093822492918008e+00
7.441269782171557262e-04 7.146775607534012478e-05 1.095103236185539577e-02 2.213642230013211698e+00
5.810027372193758829e-04 9.666948134218851171e-05 1.466891616283032967e-02 1.819012762752071133e+00
4.919148868546513280e-04 2.145398688428959991e-05 1.293399983543492594e-02 2.050357644385841560e+00
4.517284345880266260e-04 9.435276396981096361e-05 1.172633213857743328e-02 2.313796344312416764e+00
7.428571386032151473e-04 2.804324159888110123e-05 1.443068268321665015e-02 2.147133826790546873e+00
2.327748113622561807e-04 9.038364679551225524e-05 1.481294767005796736e-02 2.015642270771870415e+00
8.494147408583075862e-04 1.102849238808131884e-05 1.279086327015975522e-02 2.296079463478804428e+00
7.724846713905712163e-04 7.239275784481048683e-05 1.102928613576719188e-02 1.962752666186946771e+00
5.697025781238849746e-04 8.010325558949861003e-05 1.035101799116879863e-02 2.318881104358355039e+00
8.009987275050945007e-04 3.173373561499581995e-05 1.326926183842445581e-02 2.097110211790835788e+00
1.590582284156785773e-04 5.692024528114346995e-05 1.215146276683697762e-02 2.224978067793309755e+00
7.810829672450036011e-04 2.875021921770363554e-05 1.038814480200292260e-02 1.859173885398856196e+00
2.008321343102912866e-04 8.684726798238026819e-05 1.090709203083458853e-02 2.243806683992648043e+00
7.472909554833161204e-04 9.089228131267296814e-05 1.068340205762059389e-02 2.064401525639993906e+00
2.708534523591542482e-04 2.919953657889388915e-05 1.282762373416772989e-02 2.375189803703186886e+00
6.216699512534086579e-04 5.364018288945386761e-05 1.139963219270086724e-02 2.012300993411049177e+00
5.451440030318469195e-04 8.301247590572204084e-05 1.099809761055342040e-02 2.226846318369620104e+00
9.839093820643127382e-04 5.296345632981040621e-05 1.286970560988695556e-02 2.065324413416599114e+00
6.518150513338374962e-04 7.432886054113478061e-05 1.125888092437949371e-02 2.060675051379269540e+00
1.863424966208297587e-04 1.270845062517162359e-05 1.404246283175004939e-02 1.913631657123065599e+00
5.629636022009255024e-04 5.393569021639456850e-05 1.451746232032843052e-02 2.282554254764403989e+00
3.268917844476471372e-04 4.669305612346548906e-05 1.004704440874441655e-02 2.062390952506547581e+00
8.085024668840488970e-04 5.885161008285060138e-05 1.383691348038600111e-02 2.202881062697293224e+00
9.154203910825775775e-04 2.508858900563864976e-05 1.177213562607801189e-02 2.169076753232794808e+00
8.910043900374506158e-04 7.843602593595788220e-05 1.169356324140122423e-02 2.343785270794733755e+00
3.008033048341158893e-04 4.040599570689017253e-05 1.070606965444828584e-02 2.048813478014186895e+00
7.307971081303569257e-04 7.267263376469157649e-05 1.017299581196535845e-02 2.077885413988142194e+00
7.193602282285969885e-04 7.523292931651255166e-05 1.202109315685101487e-02 2.255410307668855197e+00
8.514962312982703391e-04 7.728483747771503919e-05 1.156844800817912779e-02 2.051494826072839395e+00
6.633067288070371896e-04 4.573535429852281338e-05 1.098482894765685086e-02 2.135344976637432612e+00
6.562181608511897602e-04 9.663409941568812151e-05 1.044056133427088799e-02 1.925296627426213547e+00
5.704562732127214366e-04 1.324418150283157396e-05 1.027897997438506628e-02 2.171983704985399832e+00
1.686700745707596111e-04 5.475288494043645460e-05 1.455429262352937042e-02 2.177542786050563173e+00
3.582797802639212667e-04 1.200638792670518158e-05 1.348469028574534635e-02 1.883981240959310632e+00
6.270979333457938438e-04 8.037624629172271135e-05 1.258233709844946285e-02 2.116097559028981223e+00
3.196893011149237480e-04 1.250235311243173025e-05 1.068102159417638405e-02 2.347491089615012072e+00
5.134359547726010612e-04 4.735834890901849463e-05 1.242858529591022582e-02 2.069061871386018048e+00
7.750704305303228632e-04 5.580535986539282740e-05 1.049565145976797537e-02 2.141839898147617216e+00
8.055494237450661846e-04 3.147959407842783721e-05 1.405066742868323407e-02 2.136294176580072257e+00
8.894596146408394145e-04 9.387683530768847675e-05 1.068447359972306970e-02 1.924162426616421007e+00
5.406470059032625819e-04 1.901584020025783793e-05 1.154512155797106886e-02 2.374263894564636601e+00
2.555062515836377824e-04 9.633336638862431537e-05 1.424183120405513210e-02 2.331292165019495322e+00
1.775251690375219816e-04 1.519649515410510758e-05 1.020918469347742268e-02 1.821197418450810845e+00
7.377823261508725632e-04 2.639101216138475857e-05 1.116155693765352036e-02 2.299588498939538095e+00
3.061479622603476784e-04 3.474881645152806887e-05 1.476055808412801706e-02 2.125522178529380302e+00
7.977687526901100241e-04 6.408696431895384061e-05 1.304072773532155040e-02 2.119132279106837657e+00
6.792825788106683594e-04 1.693912414827513757e-05 1.449979266457701588e-02 2.072320070004123327e+00
5.133338005151230881e-04 7.066728397240943629e-05 1.350574586460433039e-02 1.818155977333269169e+00
1.742846094860234728e-04 3.099195948070022211e-05 1.090689767631965873e-02 2.063941716802371040e+00
2.341155352864013220e-04 9.084965056774822929e-05 1.420364262968094871e-02 1.944802867598818930e+00
7.724746907075628584e-04 2.492174502150546725e-05 1.456945326230680952e-02 1.922860038577303587e+00
1.768635911857016608e-04 1.737516649151848728e-05 1.403127796297004744e-02 1.910420723725562819e+00
4.791522268169822927e-04 6.359019482892806188e-05 1.316821430677700237e-02 2.260675686001373030e+00
8.595172099511509374e-04 1.176046115554686915e-05 1.420878634619778327e-02 2.109101084237802404e+00
8.730612800131335111e-04 6.875932894303082399e-05 1.495831996677743359e-02 2.130569780802430202e+00
6.215615457725595996e-04 7.263877132343757987e-05 1.137613768716567129e-02 2.033342393903616596e+00
6.079946862276372618e-04 4.456615103427181323e-05 1.031515124222674371e-02 2.293547777433755819e+00
4.445078330171739760e-04 3.200596137543982358e-05 1.180682915780873615e-02 2.195142118100966933e+00
2.528340437100267670e-04 6.066794552160637065e-05 1.011545766636855539e-02 2.188667301759425143e+00
5.042571260006573162e-04 9.964405111782980080e-05 1.055012880351078458e-02 2.062599600947870204e+00
4.357853319087813863e-04 7.044109977739219832e-05 1.112183689864086958e-02 2.173450448288238412e+00
2.267561691787756389e-04 1.446587764567672932e-05 1.199117627729946733e-02 2.146621342017704492e+00
5.892064066547389586e-04 1.535861027781822082e-05 1.246234075941585716e-02 2.158079476651456829e+00
6.516162202022526351e-04 9.550346892203142343e-05 1.122798243102647239e-02 1.804293620369002760e+00
4.641542571203387344e-04 8.664099358646905173e-05 1.333161212701518099e-02 1.887562207332389219e+00
8.461395913826559373e-04 8.897184837263154408e-05 1.286896458809748574e-02 2.395987245426076662e+00
2.711448363203684451e-04 9.929318926672841509e-05 1.355194025144260128e-02 1.870199140120704095e+00
8.532207326429953366e-04 9.979556609096081239e-05 1.334098314360069107e-02 1.832445046693555124e+00
3.128072584799984884e-04 5.729502061579036499e-05 1.450363486471990121e-02 2.348159125631994026e+00
4.380990641459938089e-04 6.263963837387238052e-05 1.344695640411736060e-02 2.243703812730171165e+00
7.904948571246488013e-04 5.887822485736818627e-05 1.185457375565604314e-02 2.029971895433058560e+00
9.771130021548118591e-04 2.119207004235725594e-05 1.301446884682771164e-02 1.898900297802437187e+00
2.522202933196590830e-04 3.064826398314442126e-05 1.271529910204271391e-02 2.251385733332917916e+00
2.795234142254456652e-04 9.780155362598904093e-05 1.498405050818473958e-02 1.968357652702337646e+00
2.954412886240490510e-04 7.497014301427305403e-05 1.378077711247733053e-02 1.901871741809318284e+00
7.125816267223299572e-04 7.799391177827271219e-05 1.009742140329550342e-02 1.924678872046220901e+00
7.442614497796217182e-04 3.673046939200269275e-05 1.331576648160771870e-02 2.134677812804841146e+00
3.910370959819533458e-04 1.042468961883442797e-05 1.491981716675441251e-02 2.282186502649504511e+00
8.309625601198001275e-04 1.247762690055762671e-05 1.022817299248185777e-02 1.834439104888276439e+00
7.828159289518261260e-04 7.474317781308276556e-05 1.128617322902896250e-02 1.900429753426171597e+00
5.328078234147089719e-04 3.359167953498046124e-05 1.372842419289574054e-02 2.358859105316509108e+00
1.439941631578762517e-04 7.695558157469470427e-05 1.336618601436819799e-02 1.964062668395968991e+00
5.894494826382888457e-04 4.014657227251333807e-05 1.376516031557936323e-02 2.053824855004671157e+00
8.000721410708826024e-04 6.292419721766614408e-05 1.187106466987699997e-02 2.260534435767737271e+00
2.438482240387994620e-04 6.168102794365043972e-05 1.401073256150228014e-02 1.841227729460992224e+00
8.540311942685189107e-04 4.120104118763460928e-05 1.413900710999158039e-02 2.212036399088138872e+00
3.552126376429112233e-04 7.210098459694181013e-05 1.493888166887144889e-02 2.344020398544576445e+00
1.739235413296569711e-04 3.111914611102154090e-05 1.160458858815813232e-02 1.930673243560760088e+00
3.378796752932496724e-04 4.902131437196792144e-05 1.219335716476383641e-02 2.116669727218840613e+00
5.278527610645512109e-04 3.381760471106945865e-05 1.221494871267554162e-02 2.028417706287850120e+00
3.077656756765071409e-04 9.792258561921291481e-05 1.073045124351764204e-02 2.153229723525848627e+00
1.480872521516499358e-04 7.628857138494253294e-05 1.220251683221511285e-02 1.866873666187250036e+00
7.680438002544245132e-04 5.930800849300313035e-05 1.200592214069526320e-02 1.973460250001643379e+00
1.965017003301101147e-04 4.514287555099793001e-05 1.202988476565267778e-02 1.946299641750757203e+00
1.964906571221936927e-04 3.968319047653725900e-05 1.388069445130164781e-02 1.855219320606553035e+00
4.379645722850759328e-04 8.485951748390918017e-05 1.057765291655473824e-02 1.877843848417158679e+00
5.565968287849628812e-04 7.729518323967598029e-05 1.438215220164938690e-02 1.972022114608692478e+00
5.827000858086028596e-04 1.580760235121156577e-05 1.055895413752199960e-02 1.894031324442258635e+00
7.117714665131747017e-04 1.881606991724572359e-05 1.124206718070601234e-02 2.099031631089402605e+00
3.136009459623792083e-04 1.796672405931862287e-05 1.464946252711063490e-02 2.083543778044860240e+00
3.586236973263418775e-04 5.369481752533596585e-05 1.141902218037864347e-02 1.935735992331562905e+00
6.105022465546876536e-04 3.684633415329786551e-05 1.380849287014199352e-02 2.023098406179569597e+00
9.463756721580214668e-04 7.564417356342663422e-05 1.060913828863311280e-02 1.965836992995710464e+00
1.675457854148883826e-04 6.271505449862575766e-05 1.439046087919873887e-02 2.003453929371397990e+00
9.391849665952089555e-04 4.986613511223454476e-05 1.151460758895858291e-02 2.344194164828928173e+00
9.622220247171916086e-04 1.766776542779986307e-05 1.416810997551416589e-02 1.841273995083886339e+00
3.786129624715980934e-04 3.006282353608335335e-05 1.121267821222942003e-02 2.297189776895707691e+00
9.233414879333990289e-04 9.920169986763716584e-05 1.282822168964772337e-02 1.998643632475013421e+00
4.711579112148434230e-04 9.054845069535945204e-05 1.026481200042933355e-02 2.237045837277491955e+00
3.229999815785808697e-04 7.221939866566346377e-05 1.141992322263482226e-02 2.299286049986875913e+00
4.452656810940807384e-04 7.624378325676247649e-05 1.073733306929452840e-02 2.375060481984468286e+00
1.735775722712686845e-04 7.555377993718094683e-05 1.319545120690765981e-02 2.086196203665832805e+00
1.025792816505660779e-04 1.031089026545513916e-05 1.386392360197308271e-02 2.053277807967769153e+00
9.942062007242576105e-04 3.774034772064545736e-05 1.166064621069348196e-02 1.968505504188587274e+00
7.889103184750524082e-04 2.020269212649475549e-05 1.177708735601306136e-02 2.387573680657987918e+00
7.088901547860862896e-04 1.727162500435294382e-05 1.188728933979382035e-02 2.084168973632054556e+00
8.866644608035573194e-04 1.269236172664421947e-05 1.017105928221526991e-02 2.335606240880145457e+00
5.058338755385762301e-04 2.110400462944142237e-05 1.477799858393111926e-02 2.064770410983471916e+00
5.235857420727362899e-04 2.750162691340400840e-05 1.301171682378271348e-02 1.879713314581953565e+00
1.109694391012084111e-04 4.797054205594555626e-05 1.315887757271567635e-02 2.371417984837209669e+00
6.065213868162041243e-04 6.578488830240775175e-05 1.214320821424792751e-02 2.390476466848262760e+00
4.240699010962973052e-04 3.941991446989991999e-05 1.464209496270580529e-02 1.906606160416040474e+00
7.832006010553871659e-04 5.092201780078907966e-05 1.395186406277044815e-02 2.040075276114262870e+00
9.937984298202526875e-04 3.063124501957298882e-05 1.487854678363682501e-02 2.146161307696395237e+00
7.083765568439973808e-04 6.493712059529887538e-05 1.132033435246319886e-02 2.176944435768459751e+00
5.763161119780390402e-04 1.887484573422401585e-05 1.054577200643129140e-02 2.264357344039698461e+00
9.163137477987299282e-04 7.669735213305199357e-05 1.395210832750651622e-02 2.316095074114606245e+00
3.797730240117983252e-04 7.290806590938736411e-05 1.137227683662426006e-02 1.924842923008428519e+00
9.599048649145798745e-04 1.037831043437072913e-05 1.104582168819724652e-02 2.398415653372341083e+00
2.547055827218781647e-04 8.901709718330014936e-05 1.455747382841662482e-02 1.997243676234693233e+00
5.779233765378515063e-04 8.566654973941316040e-05 1.343162419447766279e-02 2.121013273732903048e+00
5.083407913514575906e-04 9.545095356988164204e-05 1.450808921893796677e-02 1.943880870451315968e+00
3.361413789141115462e-04 9.561891892765105917e-05 1.212070957612194216e-02 1.897138752045753662e+00
5.074446907467588521e-04 4.217431031318838013e-05 1.002227473277973908e-02 2.224330281477382432e+00
9.455370570763056877e-04 2.931267478935545534e-05 1.328090356349882241e-02 1.856685654070495683e+00
2.288869323009410685e-04 5.598489616776729846e-05 1.280102929152061170e-02 2.296175530921001684e+00
3.423400014209302734e-04 5.949162585764952249e-05 1.080197379233446310e-02 2.382671406423349847e+00
2.028632220608353356e-04 1.834065564708816274e-05 1.409656542446504832e-02 2.019659144475848045e+00
3.928252968384082040e-04 4.228196465242811788e-05 1.123783238656992853e-02 1.987550048578365258e+00
7.139644135801445071e-04 5.892281467793909864e-05 1.017860263808257650e-02 2.293502129870811146e+00
2.735928736836597806e-04 4.475561975940442851e-05 1.164068177810422856e-02 2.134568542267176738e+00
3.889184050330982937e-04 3.778294539553314456e-05 1.026616036646971902e-02 2.014508215930099322e+00
8.975539046429759169e-04 1.070471392610696934e-05 1.214692933002017687e-02 2.155181682310999491e+00
8.228860061045333235e-04 1.020711380597809019e-05 1.122402570302724265e-02 1.823139622720078679e+00
5.884875441628390890e-04 5.750671995333680336e-05 1.307519574977566296e-02 2.286972215655868279e+00
6.845800270880682877e-04 9.325414055948275278e-05 1.385735242419285085e-02 2.018308898338815993e+00
1.553183407027177397e-04 7.700516919650490929e-05 1.336324746448592192e-02 2.390948180734768780e+00
5.045155149563444697e-04 9.708588892962665437e-05 1.299145691395596144e-02 2.132166441340257013e+00
2.393285630609663650e-04 2.769886889713684937e-05 1.486707756253126053e-02 2.053749737010110099e+00
1.426794676138007020e-04 9.049228768966301314e-05 1.287171590615703368e-02 2.349955866478457445e+00
7.287329275754152961e-04 4.325267919977584039e-05 1.251435120744725030e-02 2.134616249241477970e+00
