# ℽ g
5.946202708456914919e-03 5.884955600481648653e-03
5.565910286683327553e-03 9.435938484981658617e-03
9.374697392065492463e-03 3.183079204301564064e-03
5.132761295839989232e-03 7.517123852106659225e-03
5.555097745311062809e-04 1.490174586600352853e-03
8.176194858773267252e-03 6.320342759746553490e-03
4.372086421293631020e-04 6.764962789446849270e-03
8.523815510371833895e-03 8.855166151362415042e-03
8.455642124998255862e-03 4.487749883199086860e-03
7.576057920813742720e-03 5.063959061005133926e-03
9.417004234586325712e-03 9.583303095376706146e-03
3.037832664140232685e-03 6.613895102071643516e-03
5.770223668824702758e-03 9.100911851896913846e-03
1.262802897459822321e-03 6.288962096908947384e-03
6.089729225336581314e-03 5.753159565154298237e-03
9.701493018768811427e-03 9.626657391242528228e-03
3.378517382022575618e-03 6.959917162622424568e-03
2.224581525491881994e-03 8.514872861281714070e-03
4.678152450757862117e-03 9.410535795935877357e-03
2.749830226972548378e-03 7.360502849225264432e-03
3.508934703225673668e-04 7.149598860902398045e-03
5.557114263957518971e-04 9.934734016982287724e-03
1.711937708197224135e-03 4.394507080766222131e-04
9.365227989253618532e-03 3.536456548736318425e-03
7.667085071877101192e-03 9.357624683776068902e-03
2.001376574795273901e-03 8.060159474719016601e-03
2.411756359993162159e-03 1.981941474424821562e-03
8.507736374860465703e-03 3.084277752212285367e-03
8.117997046274390630e-03 4.039119216234934341e-03
6.813030111670656530e-03 6.457841000068531741e-03
9.133007817365087350e-03 1.191980420444284025e-03
8.594904860669865670e-03 2.018213600514210879e-03
9.459108626117681499e-04 3.556379530412582916e-03
9.568750188638589990e-03 4.802677862096189562e-03
1.732538919333402420e-03 8.440816285471849575e-03
3.355041922801004460e-03 5.693924595055226828e-03
2.794282710718697365e-03 3.598516941933618297e-03
1.227015562473279461e-03 5.198056624103888738e-03
8.339330391193444658e-03 8.026395644174245600e-03
2.644988368951357773e-03 7.014354813412172242e-03
8.809430586060569904e-03 8.030465655505225273e-03
4.226247333725977550e-04 7.978003397307651193e-03
4.055887162990210078e-03 7.239761057232368090e-03
4.372616289656757957e-03 1.525747782230290782e-03
8.694274918616726189e-03 4.955351316000023223e-03
1.396457232898953849e-03 2.105521975947504190e-03
9.278408374850102489e-03 7.222195681957073107e-03
1.661817393562754330e-03 7.943474310142646655e-03
8.120775430124035563e-03 5.467587228123215078e-03
6.994301330966352058e-03 8.422230171212574668e-03
1.732741498608856776e-03 3.786710121162836697e-03
7.179022617310914373e-03 8.897267100941605271e-04
6.441237333916961620e-03 6.565457940018045412e-03
2.416649396695629351e-03 3.042947621764241061e-03
8.833209023022351239e-03 2.846855324300637258e-03
3.241101030723451699e-03 8.068254611209709978e-03
4.909338639345077384e-04 8.990989484801426013e-04
4.622927176550778103e-03 7.167398908052488408e-03
6.697965427240961528e-03 3.552208206682571940e-03
1.464267115603678756e-03 6.755270185286339074e-03
4.479860505586941676e-03 6.196348764054769283e-04
6.245276205690459582e-03 7.907308821642847554e-03
3.402680729191379962e-03 3.006140505859723061e-03
8.304090978767303399e-03 3.400041475532146560e-03
1.833607077137681561e-03 4.567983836737577949e-03
4.178576735009928173e-04 3.821995942664650672e-03
8.283318272692435924e-03 2.694925260492505204e-04
7.178042228362831179e-03 5.394103076453203062e-03
7.913003007844745737e-03 7.519596265274605153e-03
9.123138482520052814e-03 7.785143496327593185e-03
5.215778065602524188e-03 8.421819125838512013e-03
4.255131795773208284e-03 8.680442409858275810e-03
9.203743412920923489e-03 3.009565098427184875e-03
5.022994272273360351e-03 4.898242632031060001e-03
1.019308522839562463e-03 1.720667837498698156e-03
6.546708613727454315e-03 2.424152072259714435e-03
1.663758688823725697e-03 7.250132501416949038e-03
5.081432321804289255e-03 8.160402227277886375e-03
4.346020557803015501e-03 1.916186085025759498e-03
1.581789877174059195e-03 6.434158769984518571e-03
9.369960163714880289e-03 6.233642262167726072e-03
9.882078092663126173e-03 4.833960215118164594e-03
5.158270376166264543e-04 1.599238228248376801e-03
8.825521539300964363e-03 8.037695652261492296e-03
5.278802232419289517e-03 5.632365114208792017e-03
6.722729514806806764e-03 8.035163713841338151e-03
5.665129007394379031e-03 7.601203098774886660e-03
2.556279821613904359e-03 4.369294614307746294e-03
6.500126406737831951e-03 4.238603400126176625e-03
8.128431989227361681e-03 4.682474634145585707e-03
8.379884773660544253e-03 1.834896135608614105e-04
9.754731767671191364e-03 3.585404771894589847e-03
7.999712527807166865e-03 8.013672087686309065e-03
3.245848620930655813e-03 1.248332674907194368e-03
8.738194823025253327e-03 2.483934840198239683e-03
1.222042350815522038e-03 4.463352827496470943e-03
4.957666290507773549e-03 8.733298206914879777e-03
4.503830563843068922e-03 7.701828667738492076e-03
3.838963809983581324e-04 5.979862511093692393e-03
8.437189166805755510e-04 2.337301502983610453e-03
8.199834187958502524e-03 3.150871492606220972e-03
5.426657233406731104e-03 5.378497707012798446e-03
2.442519570697587912e-03 1.504746587085074513e-03
7.181190584743543139e-03 9.625166669790368237e-03
5.993042224513549752e-03 5.576248429784870682e-03
6.451824325738477958e-03 1.977757249524380451e-03
5.240778146759926884e-03 5.031437748302620104e-03
8.557519662063424459e-03 2.074970816847953193e-03
7.977517725069148760e-03 2.153683844300801785e-04
1.984036644643726640e-03 5.065907972448337486e-04
8.670753225312343229e-03 4.013762795614838480e-03
6.843349562818069366e-03 2.599912509171142978e-03
9.378686665661748606e-03 8.017450719585745775e-03
8.679129305542843467e-03 1.284916256075152065e-03
5.143228612493548624e-03 2.877881101973183147e-04
7.907271407477279787e-03 1.272296721024682468e-03
6.108463996483081554e-03 1.789363220740537372e-03
8.199483386504457377e-03 8.675235129909059095e-03
7.900703717595247352e-03 9.866912742654731366e-03
4.937450540419063361e-04 3.905529514634325638e-03
7.457449581110855291e-03 1.204184508824782292e-04
2.087932748802098261e-03 4.101688185198116426e-04
9.099008568008111475e-03 1.636334101625428481e-03
8.968556963235056745e-03 8.237882324010428053e-03
5.060787149450680748e-03 2.300265126878849671e-04
2.361806522071638673e-03 7.790308224075778026e-03
4.082221227945232594e-03 1.392156672492863342e-03
8.164402552393916490e-03 7.413527238965302024e-04
5.368067062736538858e-03 9.693941423513199526e-03
3.391318858878986531e-03 8.614121739324652471e-03
5.066685597943532821e-03 2.410222640919804267e-03
6.479406976017035476e-03 1.224104188104763267e-03
7.460381260898113313e-03 6.098650987508934598e-03
4.896109953635948038e-03 7.308738047078118701e-03
4.913044663012522580e-03 5.408334406444974783e-03
3.838084774614117494e-03 9.735792997944256802e-03
2.015890143936699581e-03 8.643263592191646402e-03
7.951200921050166973e-03 9.866869676115872824e-04
6.292859453349771391e-03 7.051069320692751954e-03
9.457441257020825220e-03 6.661250941911722734e-04
5.044589367128060088e-03 3.939753171550937350e-03
1.560506620176585566e-03 4.491379968284301034e-03
2.796567090020587142e-03 8.620759823663885768e-03
3.803280501571065526e-03 4.987712459200723501e-03
8.258440992547085024e-03 5.071560943889863969e-03
4.828539958822935727e-03 3.795940296282732974e-03
8.789116544164456146e-03 6.100388912388457312e-03
7.011100909605961010e-03 5.601230294339085668e-03
8.609327344473043792e-03 3.603820715501105179e-03
6.811590447522418608e-03 5.755546783744580792e-03
6.152333005684733347e-03 4.569695418140576337e-03
8.890872246733908663e-03 6.421775094326741089e-03
2.673698556188108767e-04 8.193508803627680415e-03
4.587928823353570884e-03 1.224380710650443179e-03
4.250122758757186696e-03 9.268727024372890033e-03
2.956846477297614146e-03 2.461795222935926359e-03
2.173421669812449462e-03 5.952487714230488350e-03
1.795928270164883758e-03 4.764504767349441935e-03
3.460095006126880091e-03 8.218700814699097038e-03
4.377719779401070127e-03 3.046974321503842249e-03
9.768953625628006357e-03 4.233327451553100737e-03
4.216917267307649687e-03 4.820966600996252210e-03
8.840064622793439991e-03 8.710343433250914910e-03
8.035423668111142670e-03 6.763850240852566260e-03
9.170950463301281649e-03 1.228197378170356241e-03
4.340893503752918901e-03 8.321262199847648255e-03
6.813499000971887272e-03 3.347440931306722850e-03
2.091765817421750392e-04 5.356993765313997936e-03
5.944817436812742037e-03 4.832962137917295314e-03
9.007271687315212411e-03 6.985532141604754641e-04
6.174765075667768520e-03 7.015731838122349177e-03
2.817984145885112091e-03 6.505655679541951300e-03
4.895368165332720373e-03 3.727389261128570812e-03
5.430506477384080925e-03 4.696015402398930581e-03
4.808776686781277856e-04 5.147014670223320522e-03
5.883173810491266987e-04 9.331297626424074620e-03
9.767084627085701604e-03 1.102614728202137287e-03
5.268352956470896860e-03 4.875894715832112744e-03
1.960825021577498710e-03 7.201719440232855034e-03
6.785606132656368111e-03 1.506171499230122895e-03
7.255871939353579839e-03 2.267732186829036350e-03
9.054385348106467127e-03 5.202942182132452680e-03
2.531044257594233793e-03 4.041132272444064935e-03
1.777824664960349268e-03 5.961750227054054413e-03
5.167269035106572539e-03 5.043043002053317243e-03
8.464924740323336028e-03 9.184579421041757022e-03
7.099444426595617232e-03 3.609471550195630755e-03
1.868119846549651892e-03 5.039620817293296272e-04
3.756930923685317808e-03 3.139275039011746055e-03
8.732690666665151452e-03 8.479046540626582196e-03
5.694881731096869404e-03 5.369269161280866565e-03
7.519115122650330690e-03 4.292558092312609951e-03
9.016157465112105418e-03 9.724834803696432231e-03
4.340797431178617521e-03 8.199488036110907235e-03
4.116339264299213700e-03 2.569571587393365488e-04
9.912392930726855733e-04 5.643996221048343774e-03
4.177191514315543516e-03 1.596652373683053196e-04
4.361531000139411141e-03 9.245042938965089899e-03
1.750579313481680005e-03 5.493238719394718389e-03
7.549924204371664081e-03 6.684073809808388326e-03
8.274454576195746161e-03 7.990831350038266057e-03
9.207017121070899465e-03 1.073529158481985497e-03
9.971260405997491721e-03 1.096539687067814642e-03
2.880190424026142244e-03 8.677607929975419531e-04
8.059747231939286272e-03 9.689991718433387663e-03
2.672933310602971894e-03 3.880980124955414525e-03
6.015422801427878358e-03 9.105319605794390302e-04
9.981537563333814020e-03 3.931037124582804215e-03
1.572882917115128688e-03 9.068952465930727944e-03
7.842927656634877953e-03 2.974404837328929220e-03
5.534067832443727818e-04 5.559034282833402556e-03
6.230434678427636958e-03 7.725404287801194286e-03
2.711683813672550666e-04 4.169661319619813108e-03
3.862609532101296105e-03 9.541860310223361855e-03
4.201870533668682940e-03 4.485204340197351640e-03
6.292989898913667161e-03 5.579119350166349481e-03
3.180983146487799829e-03 3.390700749472160078e-03
1.192557046556455211e-03 7.437982502938681253e-03
6.685392462495325094e-03 9.977174487394348951e-04
6.218429834721372028e-03 1.756844126734719534e-03
6.782290051245435693e-03 9.424304593096902855e-03
4.829512605712589675e-03 9.547570217279841703e-03
1.338667585520920793e-03 2.942543156005481149e-04
4.612904890772534863e-03 3.891947650544792282e-03
6.340684342545918140e-04 9.311571386687401974e-03
7.572004671920808290e-03 8.446153700091609332e-03
3.376299205085734993e-03 2.130852861849346150e-03
7.832901278738018530e-03 8.816824439728126322e-03
5.347369791676341057e-03 7.743383519291337745e-03
4.579454301871135891e-03 6.498883839583365074e-03
5.911519387226595035e-03 2.648570269717022418e-03
8.454574945378084266e-03 2.503921819538713900e-03
2.555810362400730892e-03 4.374726809419145213e-03
2.312549400727093984e-03 2.114021496297406166e-03
6.924173558760187037e-03 4.714381497340889952e-03
7.693483353508772694e-03 5.755307173466272901e-03
1.908969460532365658e-03 9.586038573428878017e-04
6.292889455156427600e-03 9.010733352560123394e-03
9.399797182277933733e-03 7.186974664158628755e-03
5.573314317211313859e-03 1.923875711521584077e-03
4.374353597970910730e-03 9.920125138984386623e-03
8.913668057732207495e-03 8.621429414193635885e-03
7.892502595870844878e-03 4.800086359641195580e-03
6.517431912447736904e-03 1.629934781458852689e-03
7.002674108927873196e-03 2.444272752532858015e-03
3.668204917381306333e-03 8.185950723991369457e-03
5.076772072624238449e-03 4.529490625565341447e-03
1.493687911360468915e-03 1.811338745414270304e-04
5.121440494825239484e-03 8.201603846216827531e-03
1.169945983212174580e-03 4.055780438845856505e-03
4.595709108347941635e-03 5.520498438555863918e-03
3.111863402052800643e-03 8.002130839903979359e-03
7.477556291936927543e-03 8.021991460169177954e-03
8.059750700201947712e-03 7.389907558487209850e-03
6.501122932450211465e-04 2.432268995894254666e-03
3.751468426271057505e-03 1.724399864968559717e-04
1.274732586432323483e-03 8.210562068176295580e-03
2.524648478151593836e-03 7.798260590724534827e-03
6.287972892866116291e-03 3.403759880928338105e-04
4.875304113551207075e-03 6.825703849401044965e-03
1.678339801287320179e-03 6.936774442312836249e-03
6.404325402935028867e-03 5.573866878140041822e-03
3.872733544938437855e-03 4.466943345923218150e-03
2.085328445533203220e-03 3.551355737095586787e-03
1.338708715096504232e-03 1.773708242833815915e-03
2.174531046021286555e-03 3.888796477998907302e-03
6.066447457928015805e-04 6.164777979473412724e-03
4.666023699074343598e-03 2.448908248843268114e-03
5.362352785093202172e-03 1.260309509938046905e-03
8.230440643051976576e-03 6.313203515033412490e-03
8.377906614509655903e-03 9.644678360978746305e-04
8.939956272523214703e-03 9.640923566209115645e-04
2.074465882208023811e-03 3.240179119629462302e-03
3.497773762972247475e-03 2.628948811237031852e-03
3.319037037690026389e-03 3.329267412787051406e-03
9.042748294454866498e-03 6.790971929551270839e-03
4.761838402320929184e-03 6.689355665044534327e-03
2.103509685379641430e-03 5.323342029257003075e-03
8.764371787594716842e-03 3.866161853896764289e-04
6.490969421936705272e-03 8.082034892918702612e-03
7.040308461968657235e-03 5.947481403094723520e-03
1.149128904244266832e-03 9.593989891125309644e-03
5.286469914899182693e-03 4.923327055243242184e-03
4.910612110213759957e-03 9.010710195460645833e-03
6.216605986795949688e-03 2.538302581105328012e-03
3.390924986104828457e-03 8.534010384853955855e-03
7.615264489738095624e-03 8.661440226326337297e-03
5.484333741132967587e-03 3.345518685119004080e-03
4.313841365437145504e-03 2.598035457289603160e-03
6.093257907066577808e-04 9.884064508065041124e-03
3.798979532371204917e-03 6.183348696841504608e-03
2.602353406825433108e-03 9.202824614203412162e-03
2.529633682069530078e-03 9.132638022037333977e-03
8.536589598774822069e-03 9.564207708321573187e-03
6.619624061095836891e-03 9.804725260491883952e-04
4.921803591867012634e-03 2.490023602925490846e-03
3.796695045089584081e-03 3.618400116798096283e-03
8.681700562078916925e-03 3.233749058987452031e-04
6.253381896969322298e-03 6.836641881566920230e-03
7.010517439996477584e-03 8.802930214394896410e-03
9.586273126479555318e-03 1.013465795890860881e-03
6.929864733318942017e-03 4.371666728419903135e-03
3.155067390385044501e-04 9.705798038119668736e-03
6.482314385709931313e-03 2.120430506750872138e-03
3.494670360147138308e-03 4.303894906780401583e-03
1.439596635606181854e-03 8.252646029748214943e-03
2.710083287143778222e-03 1.768960851930463109e-04
2.246246746062985616e-03 6.452018618226220553e-03
7.991302872151832132e-03 3.148040464407873655e-03
2.012459591501123985e-03 4.724983153231660307e-03
5.255787673527754014e-03 9.891288489214450017e-04
3.082472254355922772e-03 3.959988455543273465e-03
5.267600505076384249e-03 2.738329040782262833e-03
3.304209150267316177e-03 9.351634051226411296e-03
5.478034633393295827e-03 9.434221953282027548e-03
9.331910887751784095e-03 3.021287591248122181e-03
1.147687912314842044e-03 4.014264894934741791e-03
1.500273851747553231e-03 5.861664851735227423e-03
9.081849332549362525e-03 1.807922110506335854e-03
2.883855724889477275e-03 6.059094698925807532e-04
5.868931354326431885e-03 8.658422709035051845e-03
6.415662045482543874e-03 5.451010199311261128e-03
1.568770006659446796e-03 7.583765143586657445e-03
3.930635882417425619e-03 6.630106479286758912e-03
5.978249045423713985e-03 6.079506848072031150e-03
8.982006239007113424e-03 4.972384520430911739e-03
5.787985785935133645e-03 8.649336548129136354e-03
2.733546503770461437e-03 1.117961160197694518e-03
8.449426384371731824e-03 9.317455254191605793e-03
9.808818849698763137e-03 9.529818635006815156e-03
9.968489217283280426e-03 6.541350358686760444e-03
2.290960470018703517e-03 4.919347860802092062e-03
7.735096155289149927e-03 3.284832065322000529e-03
6.780958724329090755e-03 3.560545967363356549e-03
5.713268123357157467e-03 3.013683197682109037e-03
9.845611744357656014e-03 7.924874389190239218e-03
1.731835818928114702e-03 5.316394692245079729e-04
6.931544703482691791e-03 1.405011967081779304e-03
5.359066607015343375e-03 2.050949511629975627e-03
2.727516885217733025e-03 2.856950420703621707e-03
5.552713701057980684e-03 1.717943857882515014e-03
2.990393045367987948e-04 8.271541218509006338e-03
1.820377154503759372e-03 4.473402308327934819e-03
9.797993154857385228e-03 2.027409771670891231e-03
3.027430689098842016e-03 5.033356621342385427e-04
2.896190769233068611e-03 6.431735939271631883e-03
5.757850030402361305e-03 8.994622689641271901e-03
5.292475391030814109e-03 8.398344813535314063e-03
8.268093430132403884e-04 2.380477363349791211e-04
3.247627038622268036e-03 2.422413937841776024e-04
2.076458983972281902e-03 7.212265697805217077e-03
1.471291858321640330e-03 1.133901940712887021e-03
9.059953081499207486e-03 5.260286727803284955e-03
1.427263078823564387e-04 3.046864088918236312e-03
5.995078246973459084e-03 3.821537167641051065e-03
2.010812332053266670e-03 8.928114819690868148e-03
4.498851987163389986e-03 9.061303594772161796e-03
6.446033762581471378e-04 6.611739713118528795e-03
1.741013136059429154e-03 4.559062408028081818e-03
1.812611079198870765e-03 4.936426963744685887e-04
5.526539438903901522e-03 2.514113651337636715e-03
8.393726282659413895e-03 7.999422461794322356e-03
9.493792626469849116e-03 2.506635926381374068e-03
4.146004543230854406e-03 4.311467080494342345e-03
9.615500102896324189e-03 2.372373046119241775e-03
3.404807701489096124e-03 7.570516728831931663e-03
6.745040087465477893e-04 5.920692420189290449e-03
9.398618838662263844e-03 6.098413362573174186e-04
9.684282973002453134e-04 4.913777718062087687e-04
6.313853888729654452e-03 9.708951578146329808e-03
6.534902118461994973e-03 1.795686742287693231e-03
9.862396446417402013e-03 9.287592803799933627e-03
2.568515448268288755e-03 1.593365900910533256e-03
7.944343825983007229e-03 2.838143685773365289e-04
9.919289613748095286e-03 5.934412274474942144e-04
2.461164032028211740e-04 4.213584067712958757e-03
5.940697222905581137e-03 8.722554991973238345e-03
1.618846433457220594e-03 7.693287217996822025e-03
4.151019964731935546e-03 3.620223963739204864e-03
4.002434625748631757e-03 8.639761331426382140e-03
9.412127656398322148e-03 5.421071162872377440e-03
8.774598842954747444e-03 6.449241992390274646e-03
7.037754287008237720e-03 5.776785349284246918e-03
9.972408807251862892e-03 9.111121262186352293e-03
9.117356229116805461e-03 2.881016331491426889e-03
1.491221161540315018e-03 4.410104383621145027e-03
7.497163261769643552e-03 4.765987760334396313e-03
8.799742702147880791e-03 5.220871432738132846e-03
1.295191282473520493e-03 1.370648160698347126e-03
5.862374833530777443e-03 1.183925241590823903e-03
2.376015594214748571e-03 8.570563650002845828e-04
2.360892067677586911e-03 2.105121100655243417e-03
4.259538636908676186e-03 8.459028800714204089e-04
4.722910831247179031e-03 6.841416774240421245e-03
4.759232804404905058e-03 3.983766526114046989e-03
4.628318844257696060e-03 6.230986823774849540e-03
3.086377910760087530e-03 4.334665195445707928e-03
1.426908375665271629e-03 6.919507218127708692e-03
8.818094841354024924e-03 3.612263604883450725e-03
1.647430678637676294e-03 4.566332665420985010e-03
4.343507055712839647e-03 5.166323469557775267e-04
3.911313220814536390e-03 8.963528427431463608e-03
2.912255322036863200e-03 2.583900243152378526e-03
5.340512915863987464e-03 1.599779089482637837e-03
9.836164292434683779e-03 2.970640047311638634e-03
7.289580518490980550e-03 1.574441352489970797e-03
2.169789726163875217e-03 5.631941695502365453e-03
1.091842357947022486e-03 2.874988046652332801e-03
5.777746680486484272e-03 9.276981323145709959e-03
6.922963476350186586e-03 8.704978478051132035e-03
8.218087927168304593e-03 5.307376670922993311e-03
1.506059458370792624e-03 8.095212900993645211e-03
7.282356609526612588e-03 9.604871829528674118e-03
7.288342957488428558e-03 7.904224257583629398e-03
3.748641686795150738e-03 7.343910814275261302e-03
6.883706821473247785e-03 9.035091309231741211e-03
5.462856411955542904e-03 5.212880821781328347e-03
7.434102360094955314e-03 6.577185655470327687e-04
3.281255040677828142e-03 5.693272828597652387e-03
9.109721281012027327e-03 4.447216498093223280e-03
1.986622801085685588e-03 9.165831781318556012e-03
6.086298823291891660e-03 6.789865021479411095e-03
9.166165143209668506e-03 7.144565997409817355e-03
8.836412645970697158e-03 1.735309336799778154e-03
7.762914342855469808e-03 7.580295723714723481e-03
4.456491422578904953e-03 6.578285492804064605e-03
3.876561111239384505e-04 6.695239389439952039e-03
6.338947552322024212e-03 1.333514377067254427e-03
9.354711898497423961e-03 9.393154447397820961e-03
2.548158710771108657e-03 2.928714295908296794e-03
1.144140591673075612e-04 9.799293854716426694e-03
5.584866880893620163e-03 6.191043749326794431e-03
1.140354304267192712e-03 3.294710130601074833e-03
5.929970284226937678e-03 4.691237519337492293e-03
8.032081711640564128e-03 7.709956404757404257e-03
1.130145883671820981e-03 3.730157946215968429e-03
9.648155254634031147e-03 1.341598397331156311e-03
9.874208823804787177e-03 1.596623616918794834e-03
5.693826372976613925e-03 9.898299118615749761e-04
7.741921258360875795e-03 7.193225598758335587e-03
4.778042121648264952e-03 1.478110855806722508e-03
6.256306209737561193e-03 4.450766191390574493e-03
4.131607351368521766e-03 3.083405059933722048e-03
3.149655912377757883e-03 1.100592396794927084e-04
7.348468152484612104e-03 6.425003976898757511e-03
4.679749117593955815e-03 3.310832114750656557e-03
1.192735848966643402e-03 1.629911652911143283e-03
7.062881878572192448e-03 5.246988213526514351e-03
8.978013619674004783e-03 7.271299953651310863e-03
9.571656170621983123e-03 4.636678282046356736e-03
5.297004343771272855e-03 2.877078924502901570e-04
3.567898461638906258e-03 5.766376640372936242e-03
8.251113804994405360e-03 3.074889846291031532e-03
3.791644249365249200e-03 7.234224630706140996e-03
8.268029695668532852e-03 4.684356122035655649e-03
6.121126833411073831e-03 3.073065266489699598e-04
1.683784438225369639e-03 1.409201579419057555e-03
4.033538281922240468e-03 2.209485887227305694e-03
4.196309552717198028e-03 5.178011869966989665e-03
3.598233874441273891e-03 7.357680817102960069e-03
8.141907562567801682e-03 3.912603124972503441e-03
8.217197050420387353e-03 5.495059305922331792e-03
6.808331889138164936e-03 4.800353893275319424e-03
8.606318998091949321e-03 9.356434950237966716e-03
8.520913904123843252e-03 2.486411294016104435e-03
3.330972527159357585e-03 5.712461322634821911e-03
2.964463761238956500e-03 1.522478267042829542e-03
2.805535601889301372e-04 7.404014594534062167e-03
9.984763769772923153e-03 4.461974020536444568e-03
7.542130304852011011e-03 9.327227533693470060e-03
2.089203673714047204e-03 1.083520226710425315e-03
7.181601632776827594e-03 3.745535405505215267e-03
1.373233575276754364e-03 6.597412272130874673e-03
8.724011030391897598e-03 4.683496941239695226e-03
4.585366763029794304e-03 9.173576041053736058e-03
5.576670398357148201e-03 2.729062781600612338e-04
9.690391810895171779e-03 6.506249494262149845e-03
6.507128452690288077e-03 7.498904967715375527e-03
2.189832152737789060e-03 5.955356072003557821e-03
5.456486750560672616e-03 7.989531961059528203e-03
1.533534721352234264e-03 1.812698210726664157e-03
8.938212373704079033e-03 5.521839010033434761e-04
3.619150134731808841e-03 7.943405928577248684e-03
5.605513906529848919e-03 4.476384881242335100e-03
6.457138029687083808e-03 9.467574006699947323e-03
2.891363415452394801e-03 6.784243068166826048e-03
7.180902048792721891e-03 4.591521615683793328e-03
5.228284609370928426e-03 9.093955922550000723e-03
2.616894517483302554e-03 6.553452096205526593e-03
6.195293054221727956e-03 8.602494607882843480e-03
9.748365039911777163e-03 6.427463534476591904e-03
4.105499318535692048e-03 2.335106205518573501e-03
7.263045302619820787e-03 2.149468513870743565e-03
6.474440491388429655e-03 8.748875423194107936e-03
6.343556134562855844e-03 1.813045455664684478e-03
3.944075624563562338e-03 9.405738355227108438e-03
7.513068238310052381e-04 3.635588938548142777e-03
7.235375796031762695e-03 6.796286823101187376e-03
6.301914764646096914e-03 6.944421476057633519e-03
8.450785829949833405e-03 8.962397319543331450e-03
4.033759980510946350e-03 2.999591930946420449e-03
8.334972169207094037e-03 2.760452965015292980e-03
1.896281370436929436e-04 4.753459047008096010e-03
6.365808995171576799e-03 2.009027817467235431e-03
7.332766051015676169e-03 3.871925805282603640e-03
1.179354742691159953e-03 4.705453147771416697e-03
9.451997568551338130e-03 4.527265263696375434e-03
9.221408875395256666e-03 7.929596370345161349e-03
1.757308136428916302e-03 1.268150715282172691e-03
1.942838814201191665e-04 6.658861027888233683e-03
8.689319501090862416e-03 3.201256094390481956e-03
5.656919078797769361e-03 1.088330379815008421e-03
3.310977221331562123e-03 3.750843514902317630e-03
6.616725303514371138e-04 6.635559560641582713e-03
8.339245204306570264e-03 5.703566716001540367e-03
1.079845160359364526e-03 7.541251810672378302e-04
9.351266306655137486e-03 8.746332492796531771e-03
1.511028916738440132e-03 8.623704985561362821e-03
8.791860232810007683e-03 8.003486902694104121e-03
7.051490729009586740e-03 3.088621385609342362e-03
8.993094920903289477e-03 3.386283396403784712e-03
5.496832235772903044e-03 4.186277090380477808e-03
8.485948853020201452e-03 6.745907647850809229e-03
3.295416196991999332e-03 4.355181511632977807e-03
5.414263813655399021e-03 8.836497756304838649e-03
8.953307539108680199e-03 1.957947550960963297e-03
4.274066987862124543e-03 8.185010921279061227e-03
8.131347755219932739e-04 4.779796783335243243e-03
2.226777396025214888e-03 5.147607046300510525e-03
9.683591360024653826e-04 8.112493362115022130e-03
5.620196969117354988e-03 9.602775680495743982e-03
5.507865710651088133e-03 6.156328348065194696e-03
4.040839721566462026e-03 3.043266220829243438e-04
1.656728788294535223e-03 9.261180267520619305e-03
7.989662570272008241e-03 8.427129682186170617e-03
2.728950506567625472e-03 7.383999540743554565e-03
3.196880439385140068e-04 7.404106968188980953e-03
2.506606791862575710e-03 9.292041986885900273e-03
5.889042656096851042e-03 3.693356035650470492e-03
2.240603608434442451e-03 7.523552844338034576e-03
5.874284291522695323e-03 3.219357665300516449e-03
7.137454780741255174e-03 6.508085198661073961e-03
5.555078051015418204e-03 9.354355520691855913e-03
1.294688396008012408e-03 3.965399047543624947e-03
2.455020288720681076e-03 4.413829540700543556e-03
3.746457050413478859e-03 1.228938364305226776e-03
7.162597749802069105e-03 7.025424426756208878e-04
4.248339893987530987e-03 9.939196783509371066e-03
9.779350172374601594e-03 1.610463876615001854e-03
5.571858004406553960e-03 9.440040886866825007e-03
6.182102037623833819e-03 8.804839687672301116e-03
4.782986215343413595e-03 9.989853012031974303e-03
4.566000490286719823e-03 6.625226628175842625e-03
1.587981591103007498e-03 2.921808211202273249e-03
7.440010436428734671e-03 7.535137736097975887e-03
8.830594874675714440e-03 3.461920149065519535e-04
6.721385204580705534e-03 1.664661613601414042e-03
7.936949148669667289e-03 5.155550556802351685e-03
1.110889275515294277e-03 4.917166363536357859e-03
4.386132270115822990e-03 5.768526577747603613e-03
1.373344884024898724e-03 9.669452344646563280e-03
5.781783766490822610e-03 4.085535627409694025e-03
1.440546042387967499e-03 4.415890428638781159e-03
6.190202011123638152e-03 9.432072137072458964e-03
8.797492059235852840e-03 6.190144567596467078e-03
6.538604512465820157e-04 3.528936699566521777e-03
1.891085180966725144e-03 4.798186352113788938e-03
9.226971679745465255e-03 2.402352053391328644e-03
9.049299701583499861e-03 9.471161821098472711e-03
4.235885001814429680e-03 5.668745403593466146e-03
3.140875852533095772e-03 3.212165507062276180e-04
1.951198849089932604e-03 8.656093785366518467e-03
2.211088699942966376e-03 2.915145942854140311e-03
8.696760875091788306e-04 6.509140745721917441e-03
2.940841113440358372e-04 6.214321083639629808e-04
3.012103319456490690e-03 7.577862766434568902e-03
2.276870874150144480e-03 6.566515952552634192e-03
2.260089463279841854e-03 4.758952898229581313e-03
3.280916219528634461e-03 2.315847380377092021e-03
4.860976706740494611e-03 7.796559456822527504e-03
7.676601394926302509e-03 7.435899797302063068e-03
2.185525570889194870e-04 9.085662680092405560e-03
6.356206523361817955e-03 1.909934057519110636e-03
